# Substitution in Drosophila melanogaster
# Identifier: ANCESTRAL_to_DERIVED_REGION
# fpkm : Median gene expression level per 2% bin
# sum_cible_density_XXoptimal_to_XXoptimal_XX : Number of sites corresponding to the derived positions
# sum_subst_density_XXoptimal_to_XXoptimal_XX : Number of substitutions corresponding to the identifier
# density_XXoptimal_to_XXoptimal_XX : Average substitutions per cible across all genes
# confint_low_density_XXoptimal_to_XXoptimal_XX : 2.5% quantile of the density determined by 100 bootstrap samples
# confint_high_density_XXoptimal_to_XXoptimal_XX : 97.5% quantile of the density determined by 100 bootstrap samples
fpkm	sum_cible_density_nonoptimal_to_nonoptimal_codon	sum_subst_density_nonoptimal_to_nonoptimal_codon	density_nonoptimal_to_nonoptimal_codon	confint_low_density_nonoptimal_to_nonoptimal_codon	confint_high_density_nonoptimal_to_nonoptimal_codon	sum_cible_density_nonoptimal_to_optimal_codon	sum_subst_density_nonoptimal_to_optimal_codon	density_nonoptimal_to_optimal_codon	confint_low_density_nonoptimal_to_optimal_codon	confint_high_density_nonoptimal_to_optimal_codon	sum_cible_density_optimal_to_nonoptimal_codon	sum_subst_density_optimal_to_nonoptimal_codon	density_optimal_to_nonoptimal_codon	confint_low_density_optimal_to_nonoptimal_codon	confint_high_density_optimal_to_nonoptimal_codon	sum_cible_density_optimal_to_optimal_codon	sum_subst_density_optimal_to_optimal_codon	density_optimal_to_optimal_codon	confint_low_density_optimal_to_optimal_codon	confint_high_density_optimal_to_optimal_codon	sum_cible_density_optimal_to_nonoptimal_intron	sum_subst_density_optimal_to_nonoptimal_intron	density_optimal_to_nonoptimal_intron	confint_low_density_optimal_to_nonoptimal_intron	confint_high_density_optimal_to_nonoptimal_intron	sum_cible_density_nonoptimal_to_nonoptimal_intron	sum_subst_density_nonoptimal_to_nonoptimal_intron	density_nonoptimal_to_nonoptimal_intron	confint_low_density_nonoptimal_to_nonoptimal_intron	confint_high_density_nonoptimal_to_nonoptimal_intron	sum_cible_density_optimal_to_optimal_intron	sum_subst_density_optimal_to_optimal_intron	density_optimal_to_optimal_intron	confint_low_density_optimal_to_optimal_intron	confint_high_density_optimal_to_optimal_intron	sum_cible_density_nonoptimal_to_optimal_intron	sum_subst_density_nonoptimal_to_optimal_intron	density_nonoptimal_to_optimal_intron	confint_low_density_nonoptimal_to_optimal_intron	confint_high_density_nonoptimal_to_optimal_intron
0.99632	42832	587	0.0175179115916935	0.0159848042592794	0.0195157592977011	42832	500	0.0168739250881742	0.0151108212099071	0.0185314774918017	58858	1672	0.0297195671227891	0.0277944136757886	0.0321480511831598	58858	660	0.0135974730518586	0.012600136311624	0.0148071416902061	215905	1974	0.0229176587854481	0.0192036007691217	0.0266558992074052	327271	1604	0.0108079958976101	0.00922557624042111	0.0127950112311921	215905	1012	0.0120324285936749	0.0095383713354815	0.0147709915134568	327271	1332	0.00949179757654948	0.00765811025979136	0.0109231438435739
1.23378	41459	561	0.0172099683936663	0.0154568854495818	0.0192736124517527	41459	470	0.0154887232788242	0.0143271535580579	0.0170351786116052	56882	1519	0.0266625167076334	0.0249854504474839	0.028968185107688	56882	579	0.0122847764380998	0.011459657751124	0.0132319995705095	221973	1953	0.0222359077647256	0.0183933984388645	0.0264881867683793	338692	1616	0.0109654474676671	0.00932458584727994	0.0130426280411254	221973	1038	0.011349781787212	0.00838908332338121	0.0141305101736267	338692	1535	0.0123885692437016	0.0105014877154742	0.0148291300041303
1.55827	43802	600	0.0165267197392682	0.0152437994763464	0.0177754552833261	43802	529	0.015159850230667	0.0139121379668569	0.0168088511992571	61392	1620	0.027202423737358	0.025495761601274	0.0287159706205512	61392	667	0.0130906309969218	0.0120898017984882	0.014179713803683	179652	1704	0.0258203953745395	0.0217350015657116	0.030156263400054	273139	1404	0.014455657638775	0.0121308824273598	0.0177353991949929	179652	858	0.0131741812644148	0.0107311163005085	0.0160812353074941	273139	1241	0.0113735703655023	0.00939813100083114	0.0136427993339507
1.85636	42280	607	0.0174975662160056	0.0159252412826957	0.0193439345487513	42280	468	0.0150386717979956	0.0136736046502342	0.0163008543682565	58932	1522	0.0284350204050502	0.0264531502060057	0.0301928662059317	58932	580	0.01216774887413	0.0107939516821846	0.0133703819716983	236536	2207	0.0242916341177036	0.0193213414073466	0.0280093372466259	357146	1825	0.0119196009888559	0.00886931727723529	0.0148279636701866	236536	1192	0.0164161971051753	0.0117800511142733	0.021343049900749	357146	1639	0.0106873877241319	0.00924721187775526	0.0123789447356311
2.197685	43672	599	0.0174056657086935	0.0160071569613019	0.0188968741066452	43672	497	0.0148928663264741	0.0130548501390395	0.0162583900751515	60571	1542	0.0260584843297887	0.0241238465660778	0.0281497756264625	60571	599	0.012252350146655	0.0114987344735788	0.0133546606390364	225788	1970	0.0243065217184133	0.0201588265606565	0.0288307718619837	344652	1726	0.0150780751022315	0.0116204765141652	0.0188819393085993	225788	1057	0.0125908157578773	0.00894514692996977	0.0154862203074181	344652	1535	0.0148550546012176	0.0115717930682302	0.0186000385270905
2.50569	44695	626	0.017572608727076	0.0160918718143792	0.0189061889937792	44695	486	0.0137874031929966	0.0126484488383411	0.0149536658871396	63816	1696	0.0274914041725855	0.0256455275631444	0.0292243065712647	63816	601	0.0115192785644559	0.0105934186729796	0.012960617600069	249424	2244	0.0238665442201604	0.0205752198641206	0.0277803370578202	369041	1791	0.0135482070093367	0.0113325752700112	0.0154951429683977	249424	1119	0.011636221454185	0.00915681892347801	0.0144882471852931	369041	1615	0.0113091807659453	0.00943100878959511	0.0132864502666212
2.89588	47593	667	0.017239458016804	0.0156200272414242	0.0186090200602668	47593	605	0.016308957841747	0.0149146910889815	0.0174312277670416	67579	1759	0.0276394018222901	0.0257210514910462	0.0298150400079434	67579	717	0.012538475698182	0.0114301959694548	0.0135393757829649	196593	1785	0.0252428564536905	0.021028751297471	0.0304354907272196	291362	1430	0.0129030048407114	0.0105857077171745	0.0147942957642458	196593	888	0.0182669240663756	0.0128831123942268	0.0234683338685532	291362	1145	0.0130441469517125	0.0104539850386248	0.0160633040249549
3.26101	46584	653	0.0175062236188605	0.0160502745879893	0.0188050019171353	46584	515	0.0155406759894329	0.0139328797503888	0.0169942846305607	66676	1799	0.0284085916221106	0.0264358948745342	0.0302538985137016	66676	628	0.0114407849619915	0.0105723623827932	0.0127354366364647	177158	1750	0.0300166564448732	0.0238564753095384	0.0351677735241468	270154	1360	0.0140890573687185	0.0119724336299475	0.0167843696524793	177158	866	0.0182625140797261	0.0147599373270309	0.0228782779478815	270154	1221	0.0127001868366348	0.0101949436340979	0.0159120001851111
3.66694	42136	580	0.0170837824275065	0.0153662435585514	0.0186328179128812	42136	514	0.0168583042925927	0.0151691238691449	0.0186733743482491	61045	1676	0.028373944337204	0.026097940330257	0.0302238455162396	61045	579	0.0119848249264247	0.0109588986913305	0.0132590514061228	186866	1704	0.0255305176677761	0.0215191210990551	0.0300821984464226	283815	1407	0.014848265935561	0.0123738828317138	0.0177313362258968	186866	930	0.0166915412583904	0.0133547726561598	0.0206779059835268	283815	1267	0.0147913166231442	0.0118002227993212	0.017930474071868
4.10765	48098	710	0.0173622115053896	0.0160765400026753	0.0188074986114832	48098	603	0.0168235523325066	0.0152012355571446	0.0185619045175003	67100	1915	0.0288313294487867	0.0271399180194865	0.0304932957748111	67100	725	0.013164979119485	0.0119000890943961	0.0146123093630811	187830	1781	0.0247758504722733	0.0209070527566223	0.0280198831304993	281432	1419	0.0118769627768175	0.0101317286691919	0.0137884054987483	187830	962	0.0171027715530606	0.0141035138479782	0.0208336063895092	281432	1276	0.0133312738823798	0.0107199753371492	0.0158420742729994
4.51748	45023	603	0.0160481565406396	0.0149328282250929	0.0173129414281111	45023	530	0.0154466862000979	0.0142593492571023	0.0168060972043851	66052	1680	0.0269105573874588	0.0254280436201195	0.0283746236559022	66052	663	0.0110923023328075	0.0104092545103349	0.0120303312608882	191799	1813	0.0214847748643653	0.0186649235090319	0.0256982168740549	285498	1432	0.0129594713868924	0.0104726082066778	0.0162353198309088	191799	955	0.014147973260962	0.0113634333264128	0.0171640478463186	285498	1206	0.0110461911720863	0.00931218670593853	0.0134227252984859
4.991995	53444	766	0.0165798265505378	0.0155612986392344	0.0180582772690071	53444	667	0.0151180587436935	0.0136135873631741	0.0166989097253395	70986	2029	0.0291916359288111	0.0275415824887857	0.0310850814214266	70986	783	0.0128630015455181	0.0120164488960941	0.0137072099846232	158716	1438	0.0259026184982488	0.0221195914318011	0.0301288635656611	244987	1131	0.0140237922378022	0.0121229875415029	0.0167552167506008	158716	774	0.0181288603741047	0.0143352401515839	0.0227194609802978	244987	1050	0.0138052134564302	0.0117486620372941	0.0161735424991627
5.50867	51235	722	0.0166460425574677	0.0151929756985298	0.0178173542131598	51235	568	0.014423348465634	0.0132477400573491	0.0156296797024409	71468	1879	0.0270933113714676	0.0255781072877198	0.028406583076176	71468	679	0.0112751546522293	0.0105434953716283	0.0121277436746557	172780	1485	0.0266675593809249	0.0219190665133406	0.0308195859365202	262451	1197	0.0130773430304097	0.0106764240324373	0.0155014649597592	172780	791	0.0174651441319137	0.0126910834760809	0.0213883646770367	262451	1058	0.0130098444061669	0.0109082656003135	0.0160469559382899
6.0091	50101	639	0.0158304279394215	0.0146945619409008	0.0172727855604659	50101	623	0.0161135258984003	0.0146442787893647	0.0177725732447541	69098	1782	0.0267425910503752	0.0247348844576217	0.0283235016956758	69098	670	0.0111162006477469	0.0103432962083894	0.0120073023948759	172270	1565	0.0234015843944452	0.020330316423319	0.0263597775742452	268110	1288	0.0127956295545449	0.01039981532718	0.0152304292441061	172270	833	0.0172666899638154	0.01416524477372	0.0217060395355148	268110	1246	0.0135670118825205	0.0113952275791388	0.0157782971607289
6.57181	47987	697	0.0176778336875912	0.0160358183167296	0.0199027896881689	47987	611	0.0158063842721913	0.0144689127151228	0.0174643522739318	64825	1739	0.0273445159404888	0.025605581399886	0.0293371767401427	64825	662	0.0115395977117835	0.0103746814555254	0.0125470034263736	181045	1609	0.0264424723104715	0.022202719434786	0.0297026564103022	279250	1315	0.0135058563486107	0.0118555821404179	0.0157601315702692	181045	810	0.0162703188039697	0.0131628839259343	0.0193112354556339	279250	1196	0.0130016562623349	0.0109737505093027	0.0158152829168076
7.079455	63719	882	0.0170625840492429	0.0153504361344755	0.0185408181324497	63719	768	0.0151621519861267	0.0140415750034874	0.0169268186900613	87510	2328	0.0270020709662528	0.0251885477951834	0.0288965367491784	87510	970	0.0120463802398306	0.0112526302677675	0.0132190427168077	179643	1827	0.0220313391950058	0.018162310135912	0.0256384019895842	274039	1403	0.0115289024915844	0.00964998710727123	0.0132254678518282	179643	912	0.0114342201081027	0.0097393636850368	0.0135998361785769	274039	1277	0.011727265294799	0.0101212776355074	0.0134865578037711
7.6222	46170	610	0.017110675946019	0.015853464798372	0.0184794217259589	46170	556	0.0157712668049024	0.0144377090062116	0.017072683637706	67650	1817	0.0278321960820098	0.0263455893694883	0.0301108601494945	67650	636	0.0118420795717476	0.0105378997346445	0.0129060482649432	195093	1805	0.0257699263098596	0.0222556370356279	0.0298882056514274	302875	1432	0.0129867169668485	0.0105745717669556	0.0161936211405972	195093	967	0.0190059651231607	0.014737543944891	0.0235751556970018	302875	1396	0.0127151036518702	0.0106556281368168	0.0152032511682518
8.2176	50002	698	0.0173223977545164	0.0156704119490678	0.0186759123885392	50002	616	0.0151765216420251	0.0137566406881746	0.0167127545857072	71092	1826	0.0272101352803468	0.0253990957921479	0.0287631948632903	71092	706	0.0117682820024639	0.0106964552163336	0.0130996408491308	159277	1626	0.02261786739598	0.01990009549102	0.0262637232182435	245022	1266	0.0119713651905336	0.00996584752295017	0.0139121584767923	159277	842	0.0138429443475721	0.0116209862845033	0.0158174854640129	245022	1177	0.0111357642558713	0.00925499486986431	0.0131442917220738
8.850935	51839	708	0.0162624636930595	0.0146625814881646	0.0174608335638651	51839	623	0.0157391019433824	0.0144354454361984	0.0171990411317955	75089	1887	0.0263844075058934	0.0249660570942869	0.0275283755326981	75089	728	0.0118693089198863	0.0107241680503327	0.0128215431315355	172978	1637	0.0211083783350944	0.0179726589967826	0.0242133425396702	264735	1301	0.0126648242100457	0.0101741561054544	0.0146242411023417	172978	835	0.0133483851086624	0.0105790533564677	0.0156568668202885	264735	1261	0.0121995032031162	0.0105060686872163	0.01414135430903
9.52459	52075	720	0.0161739573164964	0.0150300693451579	0.0176150251200192	52075	639	0.0171678046967359	0.0143731778631127	0.0208288344896753	74657	2022	0.0287331769090732	0.0270930947080612	0.0309907146861286	74657	777	0.0119902582603597	0.0110887827068534	0.0129579156757177	165156	1559	0.0229923225518711	0.0204125881117794	0.0259118415772213	254363	1324	0.0159915006179922	0.0129848053609012	0.0185188305238252	165156	858	0.0142796597721601	0.0115802738147304	0.0174525348657145	254363	1097	0.0128257214539574	0.0107700156652686	0.0153257098987766
10.2255	48684	646	0.0154579799242091	0.0144898578567001	0.0164462690058954	48684	579	0.0143636271801878	0.0128233424448427	0.0158336285129047	70556	1754	0.0256380468196166	0.0244051484923367	0.027674025003191	70556	732	0.012163954280117	0.0111185997382973	0.0133132894110592	150228	1555	0.024069940094855	0.0203694772502587	0.0278960372328635	227445	1201	0.0142739521194606	0.0118007312840001	0.0166695518347309	150228	803	0.0162166355833712	0.0131484232584843	0.0199491048879311	227445	1036	0.0112306146105997	0.00924860237781371	0.013344502739115
10.9403	54850	747	0.0163381211011651	0.0148255365577653	0.0177567911517473	54850	645	0.0148498355525254	0.0136190199575077	0.0163935202671647	80198	2118	0.0261750672057744	0.0243006230615633	0.0275683817271005	80198	857	0.0122697897787117	0.0114627310041828	0.0132663203135799	175154	1780	0.0218951979067248	0.0193119211292231	0.025344370434228	269353	1493	0.0128836867589922	0.0108119307521511	0.0154308192385326	175154	870	0.0111284610924438	0.00960071068078738	0.0125959843476625	269353	1361	0.0119469820370373	0.0103674361499623	0.0133907207319174
11.7306	49888	724	0.0173442218708726	0.0160395691787712	0.0187637458582043	49888	572	0.0146205090833763	0.0132473564874318	0.0162253308762652	71415	1825	0.0271754031908257	0.025190440231766	0.0289618551554118	71415	760	0.0120931339696464	0.0112221555726369	0.0131012832610346	140252	1465	0.0238200678420623	0.0211814048781876	0.0278526064959827	218310	1190	0.0110467932944811	0.00969990057374864	0.0123936040958335	140252	782	0.014118373378429	0.0118096811825438	0.0161135793677005	218310	1099	0.0110110805640209	0.00950564045133432	0.0127689876405156
12.6206	43505	549	0.0159034574439934	0.0146960000182862	0.0172994947174725	43505	455	0.0152934075152265	0.0133591005047673	0.0182698332927124	63568	1583	0.0285605041775868	0.0263880599947426	0.0304472284579111	63568	635	0.0120971772418981	0.0112660134532186	0.0134339674975282	174610	1731	0.021766208363067	0.0180529910952804	0.0251649092419828	272032	1346	0.011733044614944	0.00971212776238436	0.0141734854979018	174610	820	0.0125150970415443	0.00938959701610468	0.0157128627120527	272032	1271	0.0108823646933921	0.00943285825555864	0.0121944857117463
13.6707	52875	726	0.0164731051731787	0.0152120688386445	0.0177309322611355	52875	606	0.0144646503979612	0.0126286609798328	0.0157345198544368	74745	1886	0.0264867070642841	0.0246982625917881	0.0284808754571588	74745	696	0.0104854773563029	0.0094776067482026	0.0111565218741436	222577	2135	0.0197040324200357	0.0172963643488975	0.0227128846317195	344348	1830	0.0110643390564282	0.00908515579949352	0.0139310407925227	222577	1175	0.0136146228726827	0.0112371663947004	0.0161865715099055	344348	1729	0.011128589842891	0.00994165638304736	0.0129178439338024
14.78265	50052	601	0.0153751653713981	0.0138779842822703	0.0167795764952436	50052	581	0.0164576949804349	0.0144318213017381	0.0184067267670867	74415	1831	0.0268066540137703	0.0249563532600579	0.0284351420542937	74415	657	0.0105776343756181	0.00978547066267704	0.0114319550268812	190472	1935	0.0187553583021715	0.01605398194795	0.0217523037213665	290225	1484	0.0119274868324889	0.00983379981361354	0.0146872747744711	190472	952	0.0116684459248263	0.00962997156904396	0.0141570563940873	290225	1378	0.00894605419047256	0.00773787124530968	0.010278717563181
15.9366	45070	577	0.01652687401636	0.0150143808125463	0.0178829463321871	45070	534	0.0158033229717956	0.0143221349932027	0.0173272687800565	69661	1600	0.0248284219337004	0.0234230873609261	0.0263546968859892	69661	680	0.0122962128363076	0.011308622330674	0.0134087197954244	143099	1510	0.0206437013081992	0.0179004980918335	0.0241874595529654	227626	1254	0.0123642535400879	0.0103684700381955	0.0148021842030117	143099	750	0.0148700180960157	0.0128832790146782	0.0171804443368669	227626	1250	0.0115520456617363	0.00973346474242378	0.0131518210224194
17.3772	50069	621	0.0165281243884996	0.0149273877003055	0.0184814904086128	50069	573	0.0179757307934229	0.0149213322016077	0.0222095833429107	71651	1765	0.026382530625162	0.024172854224787	0.0294010023341717	71651	655	0.0114556763008576	0.0104229558398096	0.0125100454310478	260211	2490	0.0199350744458313	0.0172129830304387	0.0225675282537458	403940	2000	0.0126498114438959	0.0104472578735061	0.0154689869223142	260211	1328	0.0123510441907372	0.0101648311760066	0.0145334414490843	403940	1822	0.0101568094444029	0.00855098599180301	0.0119887474771618
18.9775	47317	631	0.0164710714987106	0.0152819153931657	0.0181584851033925	47317	505	0.0157912589124412	0.0140852638621531	0.017337879956037	69548	1755	0.0270634319605239	0.0248969077075915	0.0288792343696848	69548	648	0.0112405547540688	0.0104146328519668	0.01211729004174	203004	2037	0.0196584159504859	0.0175597820354926	0.0219786117741303	312006	1712	0.0118247649224346	0.0100200491090352	0.0131962492948306	203004	1059	0.0125861628407264	0.0107317130623557	0.0150683134991662	312006	1488	0.00947253711729496	0.00805237709502189	0.0115531007446823
20.66865	46268	599	0.0167540313364409	0.0153469841320207	0.0184778628000328	46268	545	0.0158378781420315	0.0136901722237582	0.0179722540779035	65435	1673	0.0262973454426986	0.0248516686038556	0.0282834637854802	65435	660	0.012556220233405	0.0116865501120204	0.0139173927766886	212886	2098	0.0202429028874732	0.0183424675917838	0.0220999365493363	322047	1661	0.0109609110767849	0.00933362195184829	0.0132661951267633	212886	1106	0.0112878498908936	0.00937298115142528	0.0139199031630963	322047	1607	0.0110948276641642	0.00900940991715775	0.0136237206328864
22.957	38556	482	0.0166389291977866	0.0148099984512448	0.0184044864488616	38556	428	0.016324279177208	0.0148425591396192	0.0178242897668944	60386	1368	0.0246497080050303	0.0230016637204735	0.0267062822799196	60386	554	0.0121323999281809	0.0108672553836622	0.0132608554465722	216006	1976	0.0186674554169151	0.0151529785697418	0.0221169410603826	333918	1614	0.0102269652673404	0.0090198200681459	0.0117364090115629	216006	989	0.0121619459748756	0.00995041517542024	0.0148958662306437	333918	1399	0.009499791376208	0.00783102331173886	0.0113420584953274
25.475	54515	717	0.0166626694911829	0.0148634845771636	0.0182934165661885	54515	657	0.0174125036444466	0.0153506932700201	0.0198690483214506	74004	1860	0.0270598696350157	0.0252333599930318	0.028805085955535	74004	712	0.0122316777429491	0.0112143651129883	0.0134214456588871	213385	2457	0.0210317956806203	0.0184054233188311	0.0249025426805725	333815	1853	0.0108298259839155	0.00947861901111742	0.0120605412707643	213385	1151	0.0111643846230961	0.00950915450327413	0.01310391129649	333815	1698	0.00981856312825695	0.0084683874484839	0.0111167143278628
28.582	40445	504	0.0180143946449688	0.0160452947388901	0.0202955814856594	40445	479	0.0173020211934441	0.0158666203288606	0.0193836937825756	59105	1400	0.0250476891549229	0.0236310999196093	0.0268620197477558	59105	558	0.0111711419258893	0.010191368488304	0.0127059782112671	166127	1858	0.0216190874563731	0.0181768565748342	0.0264728232484766	254089	1449	0.0112420964238055	0.00943349410954824	0.0126805481666918	166127	868	0.0113538691143721	0.00925103385116454	0.0137398098850356	254089	1200	0.0103659975919183	0.00886761359514462	0.0121423076944926
32.9023	38808	544	0.0183120342467696	0.0165327733331972	0.0202017250808484	38808	464	0.0172695863147843	0.0152577035949702	0.0192353811056154	59672	1543	0.0280977428851295	0.0263665056786213	0.02987537635127	59672	603	0.0122873987704117	0.0112356583332006	0.0135317951167578	156570	1514	0.0226135847188463	0.0184232764363766	0.0272304778994028	238215	1216	0.0113362928743769	0.00928191327127734	0.0131843411720295	156570	772	0.0122131047496794	0.00999237191110309	0.0145612034693046	238215	1053	0.0101207340095334	0.00821883299901382	0.0118659097884013
