species	GCi	GC3	gene_expression
Caenorhabditis_elegans	0.313499859668818	0.270405608412619	0.567775
Caenorhabditis_elegans	0.279053801023593	0.470647773279352	27.22485
Caenorhabditis_elegans	0.294598436389481	0.458227848101266	3.236865
Caenorhabditis_elegans	0.334400731930467	0.342465753424658	47.0879
Caenorhabditis_elegans	0.303073624017155	0.477157360406091	14.4771
Caenorhabditis_elegans	0.342626076665133	0.531234128999492	9.337895
Caenorhabditis_elegans	0.239080459770115	0.297201017811705	0.009318355
Caenorhabditis_elegans	0.305349182763744	0.628309572301426	135.7085
Caenorhabditis_elegans	0.27492596248766	0.429735234215886	14.3527
Caenorhabditis_elegans	0.301547240206299	0.504854368932039	13.6028
Caenorhabditis_elegans	0.306838768115942	0.421779141104294	3.85822
Caenorhabditis_elegans	0.296595104608232	0.449282786885246	17.23545
Caenorhabditis_elegans	0.373975881432385	0.426885582349923	5.21199
Caenorhabditis_elegans	0.289010989010989	0.549281314168378	10.89195
Caenorhabditis_elegans	0.268500327439424	0.33641975308642	8.700765
Caenorhabditis_elegans	0.272335181762169	0.508509541000516	9.751965
Caenorhabditis_elegans	0.330313045415723	0.443234836702955	20.216
Caenorhabditis_elegans	0.387232112484409	0.541818181818182	0.17728
Caenorhabditis_elegans	0.365624265224547	0.457352171637886	0.2234225
Caenorhabditis_elegans	0.268900343642612	0.32967032967033	23.3694
Caenorhabditis_elegans	0.251716247139588	0.390780513357779	43.35505
Caenorhabditis_elegans	0.335998694516971	0.395068205666317	14.43055
Caenorhabditis_elegans	0.332004615545998	0.426765015806112	4.44298
Caenorhabditis_elegans	0.316490948876069	0.336329984135378	35.25845
Caenorhabditis_elegans	0.27780777537797	0.351665785298784	3.009435
Caenorhabditis_elegans	0.260746339159188	0.333862433862434	0.08056875
Caenorhabditis_elegans	0.295687033453138	0.375397667020148	1.20027
Caenorhabditis_elegans	0.246725410812098	0.327320954907162	14.95685
Caenorhabditis_elegans	0.374280230326296	0.348195329087049	36.6454
Caenorhabditis_elegans	0.360684510750329	0.503455608718767	2.1133
Caenorhabditis_elegans	0.314630467571644	0.329605963791267	2.840345
Caenorhabditis_elegans	0.290079531184596	0.346133333333333	0.3010215
Caenorhabditis_elegans	0.295530321333655	0.332976445396146	0.4037
Caenorhabditis_elegans	0.263157894736842	0.320299946438136	27.7223
Caenorhabditis_elegans	0.288693467336683	0.5239633817986	38.59915
Caenorhabditis_elegans	0.288928892889289	0.306861156131821	62.5004
Caenorhabditis_elegans	0.250750750750751	0.30952380952381	31.5377
Caenorhabditis_elegans	0.260404280618312	0.292682926829268	2.3156
Caenorhabditis_elegans	0.31491388308977	0.280021834061135	36.6045
Caenorhabditis_elegans	0.198039215686275	0.314410480349345	34.1236
Caenorhabditis_elegans	0.221875	0.365027322404372	54.5572
Caenorhabditis_elegans	0.355845132188949	0.421633554083885	52.32155
Caenorhabditis_elegans	0.280018544274455	0.542241855328548	23.774
Caenorhabditis_elegans	0.261176470588235	0.395567867036011	14.41175
Caenorhabditis_elegans	0.319465081723626	0.547420965058236	5.01665
Caenorhabditis_elegans	0.236453201970443	0.378468368479467	73.4828
Caenorhabditis_elegans	0.273972602739726	0.291504719600222	26.10745
Caenorhabditis_elegans	0.323203457168746	0.291527313266444	5.429215
Caenorhabditis_elegans	0.322316234796404	0.357859531772575	0.1011015
Caenorhabditis_elegans	0.282074206526598	0.322724734785036	26.51405
Caenorhabditis_elegans	0.271777003484321	0.425615212527964	8.70098
Caenorhabditis_elegans	0.282051282051282	0.405375139977604	0.6554945
Caenorhabditis_elegans	0.317392844491676	0.306830907054871	0.274297
Caenorhabditis_elegans	0.22663252240717	0.354621848739496	47.2213
Caenorhabditis_elegans	0.310453553237934	0.26737668161435	0.3853
Caenorhabditis_elegans	0.279145077720207	0.315937149270483	15.12925
Caenorhabditis_elegans	0.306950284442246	0.317032040472175	6.447755
Caenorhabditis_elegans	0.339534473637806	0.505908835115363	1.85709
Caenorhabditis_elegans	0.340295299504719	0.447635135135135	0.103672
Caenorhabditis_elegans	0.306533543527763	0.268513284341436	20.7022
Caenorhabditis_elegans	0.377289931869796	0.310344827586207	30.4048
Caenorhabditis_elegans	0.237936772046589	0.330690826727067	14.8431
Caenorhabditis_elegans	0.253661087866109	0.240909090909091	26.06945
Caenorhabditis_elegans	0.314063556457066	0.322727272727273	32.62735
Caenorhabditis_elegans	0.305476252270958	0.316088686753837	29.2048
Caenorhabditis_elegans	0.241504854368932	0.385446276293348	31.2801
Caenorhabditis_elegans	0.358837485172005	0.452787258248009	0.8256155
Caenorhabditis_elegans	0.364447317388494	0.399430199430199	0.212312
Caenorhabditis_elegans	0.33343137254902	0.303255282695603	24.7728
Caenorhabditis_elegans	0.288355822088956	0.333906071019473	0.0788619
Caenorhabditis_elegans	0.275448808883236	0.337535816618911	17.357
Caenorhabditis_elegans	0.301475304682489	0.404011461318052	3.56658
Caenorhabditis_elegans	0.216	0.358371559633028	34.1351
Caenorhabditis_elegans	0.338619253563992	0.586306098964327	29.52875
Caenorhabditis_elegans	0.334766862833861	0.401611047180667	1.190345
Caenorhabditis_elegans	0.360623186192149	0.422567645365573	0.113088
Caenorhabditis_elegans	0.341010677924013	0.305909617612978	3.233045
Caenorhabditis_elegans	0.289533067175838	0.431224608241439	1.277805
Caenorhabditis_elegans	0.301785714285714	0.334108076699593	0.10072115
Caenorhabditis_elegans	0.213836477987421	0.324214202561118	5.496645
Caenorhabditis_elegans	0.296440539806177	0.33002915451895	0.6142345
Caenorhabditis_elegans	0.224677716390424	0.385422740524781	59.31005
Caenorhabditis_elegans	0.295553618134263	0.305312317571512	9.870045
Caenorhabditis_elegans	0.268933177022274	0.296709753231492	55.9619
Caenorhabditis_elegans	0.347102212855638	0.432098765432099	0.793772
Caenorhabditis_elegans	0.312036508841985	0.467058823529412	11.8184
Caenorhabditis_elegans	0.295209176788124	0.327839905826957	4.13209
Caenorhabditis_elegans	0.355642023346304	0.46081319976429	36.88105
Caenorhabditis_elegans	0.320769084332762	0.293805309734513	3.125225
Caenorhabditis_elegans	0.321266968325792	0.248524203069658	0.977975
Caenorhabditis_elegans	0.328951149425287	0.324035608308605	0.77874
Caenorhabditis_elegans	0.341550031334865	0.367419738406659	19.84655
Caenorhabditis_elegans	0.236203090507726	0.454221165279429	91.77945
Caenorhabditis_elegans	0.301502145922747	0.363095238095238	4.45133
Caenorhabditis_elegans	0.267425320056899	0.393091125670042	82.44225
Caenorhabditis_elegans	0.360805860805861	0.431654676258993	67.7286
Caenorhabditis_elegans	0.301375441136549	0.470800722456352	21.60655
Caenorhabditis_elegans	0.323396522934879	0.339759036144578	1.33745
Caenorhabditis_elegans	0.395992366412214	0.635322483423749	0.2985475
Caenorhabditis_elegans	0.326037598764871	0.293124246079614	7.731525
Caenorhabditis_elegans	0.2783809567074	0.310386473429952	0.250712
Caenorhabditis_elegans	0.352157043525028	0.460422960725076	2.669175
Caenorhabditis_elegans	0.377286261165461	0.43202416918429	0.3313995
Caenorhabditis_elegans	0.219730941704036	0.587772397094431	1246.18
Caenorhabditis_elegans	0.278404163052905	0.467595396729255	29.9097
Caenorhabditis_elegans	0.301580135440181	0.4	1.557025
Caenorhabditis_elegans	0.308082285268597	0.464242424242424	19.7273
Caenorhabditis_elegans	0.283987915407855	0.278956943602183	20.2107
Caenorhabditis_elegans	0.269474835886214	0.479078229229836	38.7517
Caenorhabditis_elegans	0.308203125	0.407766990291262	72.12975
Caenorhabditis_elegans	0.3752408477842	0.463592233009709	0.614062
Caenorhabditis_elegans	0.363612969634586	0.468408262454435	3.809735
Caenorhabditis_elegans	0.295801016314523	0.510328068043742	17.42165
Caenorhabditis_elegans	0.275633335685555	0.424223980523433	13.06325
Caenorhabditis_elegans	0.348214285714286	0.51065124771759	0.3316915
Caenorhabditis_elegans	0.315431584790452	0.476857490864799	14.63665
Caenorhabditis_elegans	0.266272189349112	0.309146341463415	28.9416
Caenorhabditis_elegans	0.245215311004785	0.347400611620795	17.30465
Caenorhabditis_elegans	0.287681713848508	0.384944920440636	7.322245
Caenorhabditis_elegans	0.259600614439324	0.368034292712799	21.4114
Caenorhabditis_elegans	0.276606954689146	0.372320881812615	12.29085
Caenorhabditis_elegans	0.31760025803677	0.2731737262124	1.664615
Caenorhabditis_elegans	0.274465691788526	0.314461538461538	13.8356
Caenorhabditis_elegans	0.311902231668438	0.508004926108374	22.5618
Caenorhabditis_elegans	0.285118219749652	0.32902033271719	2.532
Caenorhabditis_elegans	0.233451536643026	0.322441430332922	42.4574
Caenorhabditis_elegans	0.256944444444444	0.348335388409371	12.7199
Caenorhabditis_elegans	0.310629608621668	0.346296296296296	18.0893
Caenorhabditis_elegans	0.244318181818182	0.576376004947434	329.539
Caenorhabditis_elegans	0.25902107895677	0.293316831683168	18.5852
Caenorhabditis_elegans	0.391560092596106	0.589727722772277	4.76995
Caenorhabditis_elegans	0.207865168539326	0.615241635687732	1445.305
Caenorhabditis_elegans	0.26615969581749	0.37197768133912	0.3712935
Caenorhabditis_elegans	0.296665007466401	0.366232153941651	2.42271
Caenorhabditis_elegans	0.305302624531334	0.327114427860696	16.61195
Caenorhabditis_elegans	0.359286165508528	0.497512437810945	4.335185
Caenorhabditis_elegans	0.324241973840666	0.281444582814446	22.6823
Caenorhabditis_elegans	0.336303379332826	0.320049813200498	23.3116
Caenorhabditis_elegans	0.270264847512038	0.296573208722741	29.0309
Caenorhabditis_elegans	0.247011952191235	0.528678304239402	350.1855
Caenorhabditis_elegans	0.31031976744186	0.32356608478803	11.0299
Caenorhabditis_elegans	0.279835390946502	0.532418952618454	812.279
Caenorhabditis_elegans	0.236514522821577	0.52431421446384	208.689
Caenorhabditis_elegans	0.236757624398074	0.359550561797753	29.92505
Caenorhabditis_elegans	0.361339229311434	0.545	0.31334
Caenorhabditis_elegans	0.299152294650687	0.35987460815047	15.45515
Caenorhabditis_elegans	0.30677343134681	0.412429378531073	0.532077
Caenorhabditis_elegans	0.315280018437428	0.389830508474576	31.2585
Caenorhabditis_elegans	0.297492703634916	0.568467336683417	16.10105
Caenorhabditis_elegans	0.260112557157932	0.364150943396226	10.85995
Caenorhabditis_elegans	0.41377454936777	0.583647798742138	37.1223
Caenorhabditis_elegans	0.314827828531272	0.317150063051702	26.106
Caenorhabditis_elegans	0.28437654016757	0.312933753943218	10.8852
Caenorhabditis_elegans	0.374163056321386	0.389766266582438	0.535125
Caenorhabditis_elegans	0.34116687671436	0.466793168880455	27.65385
Caenorhabditis_elegans	0.34300899427637	0.425316455696203	1.0767
Caenorhabditis_elegans	0.284377923292797	0.394419784400761	4.08829
Caenorhabditis_elegans	0.233038348082596	0.503811944091487	50.4643
Caenorhabditis_elegans	0.226268656716418	0.295989815404201	22.10975
Caenorhabditis_elegans	0.295968534906588	0.346522016592214	19.28355
Caenorhabditis_elegans	0.319261926192619	0.479565772669221	0.536689
Caenorhabditis_elegans	0.330857528696826	0.39769820971867	0.815311
Caenorhabditis_elegans	0.359896164960572	0.347408829174664	27.0911
Caenorhabditis_elegans	0.270691994572592	0.27336747759283	0.015763
Caenorhabditis_elegans	0.264462809917355	0.372674791533034	8.1956
Caenorhabditis_elegans	0.316735112936345	0.330339961513791	0.4227085
Caenorhabditis_elegans	0.287664553876158	0.382145150931278	0.9866565
Caenorhabditis_elegans	0.304409672830725	0.335902376364804	3.85977
Caenorhabditis_elegans	0.35865561694291	0.508387096774194	4.710025
Caenorhabditis_elegans	0.221674876847291	0.375483870967742	50.3483
Caenorhabditis_elegans	0.34524706642265	0.473208521626856	9.95621
Caenorhabditis_elegans	0.302016397075116	0.441138421733506	0.0879698
Caenorhabditis_elegans	0.286734086853064	0.341321243523316	0.2819795
Caenorhabditis_elegans	0.339499210466952	0.264629388816645	0.06933015
Caenorhabditis_elegans	0.345285737153834	0.39413680781759	7.149555
Caenorhabditis_elegans	0.326727297407357	0.356584093872229	43.49525
Caenorhabditis_elegans	0.324706758517967	0.457161543492479	27.14915
Caenorhabditis_elegans	0.309745499689634	0.416502946954813	14.1582
Caenorhabditis_elegans	0.293845315904139	0.378768020969856	30.05325
Caenorhabditis_elegans	0.26592517694641	0.36173001310616	34.3332
Caenorhabditis_elegans	0.311513778784447	0.463958060288336	28.37725
Caenorhabditis_elegans	0.351474466554783	0.396461336828309	1.941185
Caenorhabditis_elegans	0.326084855513675	0.393700787401575	11.2
Caenorhabditis_elegans	0.196747967479675	0.391076115485564	0.0184779
Caenorhabditis_elegans	0.213530655391121	0.369250985545335	84.2312
Caenorhabditis_elegans	0.292857142857143	0.564102564102564	90.61415
Caenorhabditis_elegans	0.269707355655154	0.322813938198554	0.09591605
Caenorhabditis_elegans	0.309915640990181	0.426973684210526	0.3563385
Caenorhabditis_elegans	0.34493670886076	0.346280447662936	0.01738345
Caenorhabditis_elegans	0.355070859167405	0.445029624753127	1.80752
Caenorhabditis_elegans	0.367671232876712	0.5	0.185288
Caenorhabditis_elegans	0.278330610426259	0.493078444297956	44.3252
Caenorhabditis_elegans	0.322362052274927	0.427158866183256	5.35403
Caenorhabditis_elegans	0.334929593523744	0.513549239920687	11.3204
Caenorhabditis_elegans	0.34066992737513	0.414295168762409	4.772815
Caenorhabditis_elegans	0.301537248718959	0.344804765056254	20.88475
Caenorhabditis_elegans	0.260920209668026	0.267241379310345	36.8451
Caenorhabditis_elegans	0.33963466440102	0.402390438247012	2.943955
Caenorhabditis_elegans	0.26847004072135	0.386454183266932	19.93215
Caenorhabditis_elegans	0.307186472522311	0.376994680851064	0.01455255
Caenorhabditis_elegans	0.331723703548184	0.355333333333333	0.118471
Caenorhabditis_elegans	0.243032209087951	0.386	17.5284
Caenorhabditis_elegans	0.267474370922647	0.324216144096064	7.064385
Caenorhabditis_elegans	0.3304874690168	0.37716955941255	2.277695
Caenorhabditis_elegans	0.266485013623978	0.435914552736983	6.968575
Caenorhabditis_elegans	0.330184435447593	0.283901135604542	3.43254
Caenorhabditis_elegans	0.31789783167953	0.367224080267559	14.7756
Caenorhabditis_elegans	0.394033561218148	0.471571906354515	2.937495
Caenorhabditis_elegans	0.340089506971927	0.4190093708166	11.5859
Caenorhabditis_elegans	0.258620689655172	0.420348058902276	10.4214
Caenorhabditis_elegans	0.292263610315186	0.310991957104558	0.02119775
Caenorhabditis_elegans	0.324661810613944	0.39906103286385	0.295251
Caenorhabditis_elegans	0.319678127286028	0.3	0.0299678
Caenorhabditis_elegans	0.309859154929577	0.282930107526882	17.79525
Caenorhabditis_elegans	0.299623453469607	0.522207267833109	84.89405
Caenorhabditis_elegans	0.247765363128492	0.304377104377104	20.02295
Caenorhabditis_elegans	0.307684815428071	0.426450742240216	34.4734
Caenorhabditis_elegans	0.275712515489467	0.318673883626522	20.13955
Caenorhabditis_elegans	0.327134861888427	0.34349593495935	34.31995
Caenorhabditis_elegans	0.183800623052959	0.446476964769648	67.6628
Caenorhabditis_elegans	0.23489932885906	0.377627118644068	68.62615
Caenorhabditis_elegans	0.322311463440075	0.283582089552239	0.3910575
Caenorhabditis_elegans	0.331806696146557	0.360733695652174	2.99221
Caenorhabditis_elegans	0.295675366736521	0.271923861318831	40.53055
Caenorhabditis_elegans	0.232454179704962	0.327668252889191	21.3561
Caenorhabditis_elegans	0.306463878326996	0.454421768707483	7.8317
Caenorhabditis_elegans	0.330800524493158	0.439373297002725	54.08825
Caenorhabditis_elegans	0.267389340560072	0.448910081743869	19.29185
Caenorhabditis_elegans	0.301010101010101	0.376021798365123	0.101223
Caenorhabditis_elegans	0.280847842543528	0.280546075085324	0.417129
Caenorhabditis_elegans	0.338673621460507	0.385928961748634	0.4387785
Caenorhabditis_elegans	0.249804228660924	0.341313269493844	23.06815
Caenorhabditis_elegans	0.35859400193486	0.380300957592339	1.41207
Caenorhabditis_elegans	0.299927771758758	0.367989056087551	0.244462
Caenorhabditis_elegans	0.28984485190409	0.511324639670556	39.3335
Caenorhabditis_elegans	0.297923968724724	0.250514756348662	0.7061755
Caenorhabditis_elegans	0.298186875450706	0.386941580756014	36.3726
Caenorhabditis_elegans	0.335410176531672	0.351724137931034	8.84801
Caenorhabditis_elegans	0.28245417134306	0.279310344827586	0.496263
Caenorhabditis_elegans	0.273744911804613	0.392536281962681	19.27815
Caenorhabditis_elegans	0.284231536926148	0.32318339100346	26.5245
Caenorhabditis_elegans	0.312008160886039	0.44205412907703	23.395
Caenorhabditis_elegans	0.317418213969938	0.445523941707148	38.9243
Caenorhabditis_elegans	0.309058614564831	0.422623178348369	10.1183
Caenorhabditis_elegans	0.28682505399568	0.324756606397775	14.081
