species	type_aa	busco_id	freq	nb_site	nb_genes	categorie
Caenorhabditis_elegans	POC1	EOG091G03G3	0.484848484848485	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03H4	0.496350364963504	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03I1	0.488	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03JF	0.506578947368421	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03JX	0.472868217054264	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03LI	0.497326203208556	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03M4	0.537931034482759	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03O0	0.576923076923077	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03OT	0.518518518518518	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03P0	0.516339869281046	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03PD	0.512987012987013	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03QC	0.520231213872832	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03RW	0.46031746031746	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03SE	0.682170542635659	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03TX	0.57556270096463	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03TZ	0.486033519553073	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03XO	0.506024096385542	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03XS	0.514925373134328	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03Y8	0.580357142857143	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03Z1	0.462585034013605	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G03ZS	0.508196721311475	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G040D	0.615894039735099	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G040G	0.5	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G046H	0.524229074889868	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G048B	0.411764705882353	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0495	0.48	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G049W	0.524590163934426	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G04CK	0.530973451327434	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G04D1	0.470319634703196	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G04EX	0.594871794871795	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G04FV	0.503105590062112	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G04GK	0.519230769230769	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G04GW	0.603174603174603	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G04IK	0.48936170212766	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G04LC	0.595628415300546	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G04MA	0.596491228070175	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G04RS	0.420168067226891	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G050A	0.479674796747967	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G050Q	0.636363636363636	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0525	0.595238095238095	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0530	0.692307692307692	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G053A	0.456310679611651	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G053D	0.485981308411215	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G053R	0.419847328244275	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G054P	0.587301587301587	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0554	0.488943488943489	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G057L	0.4375	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G059G	0.515463917525773	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05AA	0.727272727272727	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05AH	0.638095238095238	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05D7	0.513513513513513	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05EU	0.433333333333333	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05FE	0.4	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05GZ	0.394957983193277	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05IH	0.455445544554455	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05IK	0.53448275862069	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05K5	0.688888888888889	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05KR	0.695652173913043	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05LX	0.385321100917431	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05N4	0.502262443438914	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05NK	0.478571428571429	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05NZ	0.507246376811594	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05OR	0.51219512195122	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05OW	0.74	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05Q0	0.52755905511811	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05Q6	0.508928571428571	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05RA	0.48936170212766	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05SE	0.450819672131148	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05T4	0.508982035928144	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05TG	0.488095238095238	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05XY	0.585585585585586	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05YC	0.5	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05ZE	0.601851851851852	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G05ZJ	0.642201834862385	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G060D	0.442622950819672	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0627	0.38135593220339	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0628	0.61046511627907	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G062X	0.703703703703704	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G065D	0.564102564102564	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G066W	0.622093023255814	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G069C	0.454545454545455	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06CB	0.633928571428571	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06DH	0.525925925925926	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06EF	0.401785714285714	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06I3	0.391304347826087	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06J6	0.604026845637584	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06JJ	0.503649635036496	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06LW	0.647619047619048	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06M8	0.645454545454546	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06MR	0.504761904761905	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06OM	0.354545454545455	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06ON	0.544642857142857	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06OP	0.494845360824742	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06P4	0.538961038961039	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06QP	0.578651685393258	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06S3	0.59375	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06U0	0.515151515151515	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06XK	0.531531531531532	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06Y3	0.512987012987013	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06Y7	0.541935483870968	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G06YD	0.645569620253165	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0703	0.512396694214876	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G073F	0.623529411764706	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G074G	0.678832116788321	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G074U	0.408602150537634	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G075K	0.653846153846154	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0769	0.476635514018692	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0781	0.508474576271186	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G079R	0.729166666666667	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07CE	0.738219895287958	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07D9	0.528301886792453	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07DR	0.510344827586207	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07EJ	0.583333333333333	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07FP	0.453703703703704	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07IK	0.661016949152542	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07IY	0.456	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07KC	0.4453125	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07KL	0.503703703703704	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07N5	0.506666666666667	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07N8	0.457142857142857	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07NJ	0.463157894736842	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07OD	0.395061728395062	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07PH	0.479166666666667	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07PR	0.578125	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07PV	0.525862068965517	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07Q3	0.509090909090909	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07QN	0.495867768595041	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07S9	0.471698113207547	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07VQ	0.505882352941176	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07Z0	0.862068965517241	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07Z1	0.6875	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G07Z5	0.678571428571429	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0803	0.516304347826087	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0814	0.466666666666667	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G081H	0.510204081632653	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G085U	0.548780487804878	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G087E	0.595092024539877	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G088L	0.492537313432836	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G089T	0.482758620689655	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G08BK	0.462962962962963	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G08D1	0.537037037037037	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G08DN	0.494117647058824	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G08FX	0.767857142857143	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G08IJ	0.505376344086022	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G08JE	0.62962962962963	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G08JG	0.525862068965517	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G08LT	0.503937007874016	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G08NN	0.479452054794521	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G08O3	0.394230769230769	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G08R8	0.472222222222222	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G08SM	0.34375	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G08UU	0.446601941747573	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G08V8	0.666666666666667	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G08VB	0.437869822485207	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G08Y9	0.56	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G08ZG	0.5	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G08ZR	0.528089887640449	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G090D	0.4625	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G095O	0.567307692307692	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G096V	0.476190476190476	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0977	0.654761904761905	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0990	0.397435897435897	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G099D	0.574712643678161	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09BP	0.617977528089888	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09D8	0.461538461538462	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09FV	0.417582417582418	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09GA	0.463087248322148	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09GO	0.455357142857143	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09HG	0.476635514018692	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09HR	0.36144578313253	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09J7	0.454545454545455	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09KI	0.455882352941176	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09KK	0.407407407407407	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09KX	0.537037037037037	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09L6	0.428571428571429	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09MD	0.428571428571429	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09MU	0.550561797752809	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09O7	0.494949494949495	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09Q2	0.571428571428571	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09QO	0.450549450549451	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09RJ	0.521739130434783	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09SS	0.446428571428571	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09T3	0.528089887640449	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09T6	0.494949494949495	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09U9	0.619047619047619	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09UA	0.477611940298507	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09UB	0.578947368421053	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09V2	0.553571428571429	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G09YB	0.491071428571429	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0A0M	0.471910112359551	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0A19	0.507936507936508	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0A27	0.523076923076923	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0A2I	0.925925925925926	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0A2L	0.452631578947368	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0A5N	0.514925373134328	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0A79	0.55	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0A98	0.534653465346535	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AE2	0.49	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AE9	0.377777777777778	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AEH	0.389830508474576	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AEL	0.467153284671533	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AFP	0.747572815533981	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AGM	0.555555555555556	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AGT	0.511111111111111	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AHJ	0.515789473684211	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AJ6	0.474358974358974	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AKM	0.549019607843137	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AKW	0.564356435643564	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AO6	0.526315789473684	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AOO	0.455284552845528	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AQA	0.45679012345679	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0ARE	0.606299212598425	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0ARL	0.56140350877193	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AVA	0.453488372093023	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AVP	0.366666666666667	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AVW	0.5	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AX1	0.575	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AYM	0.457142857142857	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0AZ7	0.40506329113924	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0B27	0.481012658227848	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0B2N	0.645454545454546	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0B9B	0.615384615384615	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0B9T	0.623931623931624	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0BAG	0.71830985915493	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0BAM	0.649350649350649	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0BCO	0.529411764705882	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0BG4	0.454545454545455	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0BHP	0.531468531468531	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0BHV	0.444444444444444	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0BKI	0.439024390243902	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0BKX	0.362745098039216	309810	857	Highly constrained
Caenorhabditis_elegans	POC1	EOG091G0BKZ	0.56043956043956	309810	857	Highly constrained
