fpkm	sum_cible_density_nonoptimal_to_nonoptimal_codon	median_cible_density_nonoptimal_to_nonoptimal_codon	sum_subst_density_nonoptimal_to_nonoptimal_codon	median_subst_per_gene_density_nonoptimal_to_nonoptimal_codon	average_subst_per_gene_density_nonoptimal_to_nonoptimal_codon	density_nonoptimal_to_nonoptimal_codon	allsites_density_nonoptimal_to_nonoptimal_codon	confint1_density_nonoptimal_to_nonoptimal_codon	confint2_density_nonoptimal_to_nonoptimal_codon	simulation_density_nonoptimal_to_nonoptimal_codon	std_density_nonoptimal_to_nonoptimal_codon	confint_low_density_nonoptimal_to_nonoptimal_codon	confint_high_density_nonoptimal_to_nonoptimal_codon	sum_cible_density_nonoptimal_to_optimal_codon	median_cible_density_nonoptimal_to_optimal_codon	sum_subst_density_nonoptimal_to_optimal_codon	median_subst_per_gene_density_nonoptimal_to_optimal_codon	average_subst_per_gene_density_nonoptimal_to_optimal_codon	density_nonoptimal_to_optimal_codon	allsites_density_nonoptimal_to_optimal_codon	confint1_density_nonoptimal_to_optimal_codon	confint2_density_nonoptimal_to_optimal_codon	simulation_density_nonoptimal_to_optimal_codon	std_density_nonoptimal_to_optimal_codon	confint_low_density_nonoptimal_to_optimal_codon	confint_high_density_nonoptimal_to_optimal_codon	sum_cible_density_optimal_to_nonoptimal_codon	median_cible_density_optimal_to_nonoptimal_codon	sum_subst_density_optimal_to_nonoptimal_codon	median_subst_per_gene_density_optimal_to_nonoptimal_codon	average_subst_per_gene_density_optimal_to_nonoptimal_codon	density_optimal_to_nonoptimal_codon	allsites_density_optimal_to_nonoptimal_codon	confint1_density_optimal_to_nonoptimal_codon	confint2_density_optimal_to_nonoptimal_codon	simulation_density_optimal_to_nonoptimal_codon	std_density_optimal_to_nonoptimal_codon	confint_low_density_optimal_to_nonoptimal_codon	confint_high_density_optimal_to_nonoptimal_codon	sum_cible_density_optimal_to_optimal_codon	median_cible_density_optimal_to_optimal_codon	sum_subst_density_optimal_to_optimal_codon	median_subst_per_gene_density_optimal_to_optimal_codon	average_subst_per_gene_density_optimal_to_optimal_codon	density_optimal_to_optimal_codon	allsites_density_optimal_to_optimal_codon	confint1_density_optimal_to_optimal_codon	confint2_density_optimal_to_optimal_codon	simulation_density_optimal_to_optimal_codon	std_density_optimal_to_optimal_codon	confint_low_density_optimal_to_optimal_codon	confint_high_density_optimal_to_optimal_codon	sum_cible_density_nonoptimal_to_nonoptimal_intron	median_cible_density_nonoptimal_to_nonoptimal_intron	sum_subst_density_nonoptimal_to_nonoptimal_intron	median_subst_per_gene_density_nonoptimal_to_nonoptimal_intron	average_subst_per_gene_density_nonoptimal_to_nonoptimal_intron	density_nonoptimal_to_nonoptimal_intron	allsites_density_nonoptimal_to_nonoptimal_intron	confint1_density_nonoptimal_to_nonoptimal_intron	confint2_density_nonoptimal_to_nonoptimal_intron	simulation_density_nonoptimal_to_nonoptimal_intron	std_density_nonoptimal_to_nonoptimal_intron	confint_low_density_nonoptimal_to_nonoptimal_intron	confint_high_density_nonoptimal_to_nonoptimal_intron	sum_cible_density_optimal_to_nonoptimal_intron	median_cible_density_optimal_to_nonoptimal_intron	sum_subst_density_optimal_to_nonoptimal_intron	median_subst_per_gene_density_optimal_to_nonoptimal_intron	average_subst_per_gene_density_optimal_to_nonoptimal_intron	density_optimal_to_nonoptimal_intron	allsites_density_optimal_to_nonoptimal_intron	confint1_density_optimal_to_nonoptimal_intron	confint2_density_optimal_to_nonoptimal_intron	simulation_density_optimal_to_nonoptimal_intron	std_density_optimal_to_nonoptimal_intron	confint_low_density_optimal_to_nonoptimal_intron	confint_high_density_optimal_to_nonoptimal_intron	sum_cible_density_nonoptimal_to_optimal_intron	median_cible_density_nonoptimal_to_optimal_intron	sum_subst_density_nonoptimal_to_optimal_intron	median_subst_per_gene_density_nonoptimal_to_optimal_intron	average_subst_per_gene_density_nonoptimal_to_optimal_intron	density_nonoptimal_to_optimal_intron	allsites_density_nonoptimal_to_optimal_intron	confint1_density_nonoptimal_to_optimal_intron	confint2_density_nonoptimal_to_optimal_intron	simulation_density_nonoptimal_to_optimal_intron	std_density_nonoptimal_to_optimal_intron	confint_low_density_nonoptimal_to_optimal_intron	confint_high_density_nonoptimal_to_optimal_intron	sum_cible_density_optimal_to_optimal_intron	median_cible_density_optimal_to_optimal_intron	sum_subst_density_optimal_to_optimal_intron	median_subst_per_gene_density_optimal_to_optimal_intron	average_subst_per_gene_density_optimal_to_optimal_intron	density_optimal_to_optimal_intron	allsites_density_optimal_to_optimal_intron	confint1_density_optimal_to_optimal_intron	confint2_density_optimal_to_optimal_intron	simulation_density_optimal_to_optimal_intron	std_density_optimal_to_optimal_intron	confint_low_density_optimal_to_optimal_intron	confint_high_density_optimal_to_optimal_intron	group	method_to_calculate
0.111762975	48757	147.5	761	3	4.50295857988166	0.0188360562807238	0.00941802814036192	NA	NA	0.0188339419064351	0.0000334225178421602	0.0169492202431235	0.0210566257580235	48757	147.5	1086	3	5.9344262295082	0.0278221899823641	0.0106093852934881	NA	NA	0.0278545462863023	0.0000408500236799398	0.0255470523384466	0.0304554094134912	67516	248.5	1508	5	7.93684210526316	0.0239427817071579	0.0141062987726561	NA	NA	0.0239627074213805	0.0000360774144890297	0.0222462192236563	0.0271723779245272	67516	248.5	789	3	4.50857142857143	0.0136342636451745	0.00681713182258726	NA	NA	0.0136028072980619	0.0000265141631027926	0.0123520186002888	0.0151135679106147	341869	136	2224	5	19.6814159292035	0.0149298195533307	0.00746490977666535	NA	NA	0.0149040153377077	0.00003455044714711	0.0129147962086401	0.0170959837917997	237569	81	2359	4	18.7222222222222	0.0261406307454158	0.0104671551781798	NA	NA	0.0262417373196332	0.0000581764997077669	0.0227120558126382	0.0299012545507707	341869	136	2775	4.5	21.3461538461538	0.0170732764924892	0.0101220511982971	NA	NA	0.0170268126823219	0.0000368767420768177	0.0149073589367414	0.019566913646875	237569	81	1432	3	12.3448275862069	0.0176088358798146	0.00880441793990729	NA	NA	0.017686061209498	0.0000472760583102798	0.015014584453956	0.0207510854917106	POCs	per_gene
0.1455644	52080	157.5	800	3	4.84848484848485	0.0201927663586234	0.0100963831793117	NA	NA	0.0201574031626213	0.0000383164467466039	0.018237390707604	0.0229820202054106	52080	157.5	1127	3	5.93157894736842	0.026487667778497	0.0104539681092463	NA	NA	0.0264864843506489	0.0000450452546946471	0.0240959268973861	0.0301500658477769	72054	235	1476	5	7.76842105263158	0.0213496254274576	0.0126270428315776	NA	NA	0.0213905212600794	0.000031727139355094	0.0197428100424842	0.0237446087682131	72054	235	732	2.5	4.20689655172414	0.0132311540745699	0.00661557703728495	NA	NA	0.013220252099825	0.0000253089384346878	0.0119239337341768	0.0151989702486687	191211	163.5	1551	4	12.1171875	0.014198346617922	0.00709917330896101	NA	NA	0.0141773621733495	0.0000310260507345812	0.0123528978916804	0.016171492505689	133849	109	1677	4	12.9	0.0245268968690198	0.0098951200479079	NA	NA	0.0245658075898766	0.0000505228165900344	0.0213601763565709	0.0278360120929853	191211	163.5	1893	5	14.3409090909091	0.0177488793866808	0.0106536737856304	NA	NA	0.0177916763861354	0.0000343421516945707	0.0157095055282256	0.0200547676155888	133849	109	967	3	8.87155963302752	0.0162517212146928	0.00812586060734642	NA	NA	0.0162414276242322	0.0000393207607912447	0.0139203406389179	0.018744799017551	POCs	per_gene
0.19412025	52697	175	775	3	4.53216374269006	0.0206844279040609	0.0103422139520304	NA	NA	0.0206317558658822	0.0000340038099653499	0.0185817087019243	0.0228999219761028	52697	175	1053	4	5.63101604278075	0.0265738263496673	0.0106195173121135	NA	NA	0.0265677556396397	0.0000395361228078877	0.0241696622207562	0.0290845927114202	75376	251	1504	6	8	0.0228681915532874	0.0132021215425168	NA	NA	0.0228612579153887	0.0000313294176972433	0.0210881403422321	0.0249350691198079	75376	251	734	3	4.19428571428571	0.0131215443064565	0.00656077215322827	NA	NA	0.0131260882640114	0.0000235435056722389	0.011884639035777	0.0147794368980596	393805	199	2919	5.5	22.4538461538462	0.0135488412881753	0.00677442064408767	NA	NA	0.0135478747166708	0.0000313111288370835	0.0117372153748073	0.0155529854940578	267584	133	2804	5	21.7364341085271	0.0223146161967773	0.00920063829719131	NA	NA	0.0222728603719075	0.0000476765432436332	0.0195571908592878	0.0254127574684366	393805	199	3703	4.5	25.3630136986301	0.0195841799708084	0.0112691215264486	NA	NA	0.0195341509349954	0.0000385975180632436	0.0173129277772086	0.0219868137977209	267584	133	1745	4	14.7881355932203	0.0149409954485441	0.00747049772427203	NA	NA	0.0149019923109734	0.0000370093769097428	0.0127404231566289	0.017233825757023	POCs	per_gene
0.2660955	50158	151.5	812	3	4.61363636363636	0.0196470750570159	0.00982353752850797	NA	NA	0.0196061862274497	0.0000285168473473193	0.0179040270532962	0.021314881638913	50158	151.5	1077	4	5.95027624309392	0.0257944273756559	0.0101020353852608	NA	NA	0.0258244521354174	0.000032394607256027	0.0238619977972929	0.027844343488488	74413	235.5	1616	5	8.59574468085106	0.024126386766816	0.0143888217175175	NA	NA	0.0241522670746173	0.0000258948081914686	0.0225838557222437	0.0257651394771549	74413	235.5	803	3	4.66860465116279	0.0139382152043026	0.00696910760215131	NA	NA	0.0139351367102317	0.0000196625261349144	0.0127331790792685	0.0152175602883487	315118	123	2065	3	15.763358778626	0.0157790417685536	0.00788952088427679	NA	NA	0.015722133464087	0.0000351318474305528	0.0136064914585605	0.01777683724333	225764	89	2063	3	16.1171875	0.0232648272933431	0.00929234495474361	NA	NA	0.0232441022158486	0.0000471684003268178	0.0204888767693652	0.0263134483343353	315118	123	2597	4	18.2887323943662	0.018533055684308	0.0112131112873675	NA	NA	0.018559004386923	0.0000354475764164421	0.0164158707863066	0.020724822089938	225764	89	1313	3	11.4173913043478	0.0163251057367963	0.00816255286839816	NA	NA	0.0162969461150903	0.0000424025315558317	0.0137480030841716	0.0190112904260737	POCs	per_gene
0.35394525	50751	167.5	730	3	4.21965317919075	0.016842516485609	0.00842125824280449	NA	NA	0.0167660166324531	0.0000289993843316602	0.0150320021007338	0.0186930037065371	50751	167.5	1115	4	6.19444444444444	0.0246602206768281	0.00952658251756655	NA	NA	0.024711084077164	0.0000332985128461603	0.0227272240361272	0.0268568812270332	72705	266.5	1423	5	7.33505154639175	0.02163604704241	0.0128068314373146	NA	NA	0.0216686583635994	0.0000240766756515041	0.0202388700754943	0.0231942060462698	72705	266.5	698	3	4.10588235294118	0.0122819644024808	0.00614098220124038	NA	NA	0.0122795471715985	0.0000190705871634078	0.0111876101279578	0.0135179281077778	365485	209	2310	4	18.1889763779528	0.0130456399356102	0.0065228199678051	NA	NA	0.0130812004449232	0.0000287910541598243	0.0112950204221347	0.0149588592541832	252682	125	2273	5	17.3511450381679	0.0227934734458167	0.00911919818077603	NA	NA	0.0228184530866968	0.000045618800716458	0.020157847450824	0.0258267809687953	365485	209	2946	5	22.1503759398496	0.015319829801149	0.00907712535378748	NA	NA	0.015321132703046	0.0000320070250749864	0.0134790384801969	0.0173657497186735	252682	125	1395	5	12.5675675675676	0.0148415583535424	0.00742077917677118	NA	NA	0.0148103340185047	0.0000402299109492739	0.0124883617480994	0.0174424056778369	POCs	per_gene
0.4576425	59309	208	891	4	5.27218934911243	0.0174849102983249	0.00874245514916245	NA	NA	0.0174411808283781	0.0000280775535755391	0.0158980622883248	0.0192246002754378	59309	208	1183	5	6.42934782608696	0.0232765151456976	0.00947660356422124	NA	NA	0.0233223437160355	0.0000324000138020725	0.0214040591742944	0.0253394185712317	78254	272	1588	6	8.14358974358974	0.0208662572832035	0.0121654007568252	NA	NA	0.0208438086841194	0.0000230587611154387	0.0194399660977076	0.0222430991338078	78254	272	834	3	4.60773480662983	0.0127627178606047	0.00638135893030234	NA	NA	0.0127907551299151	0.0000188539685503355	0.0116175723573965	0.0140746006107505	294580	132	2146	3	16.0149253731343	0.0149632675685905	0.00748163378429525	NA	NA	0.0149860168288244	0.0000308001861364009	0.0132483124631947	0.0170136710703209	206327	90.5	2189	4	16.7099236641221	0.0236699466961316	0.0094111713632299	NA	NA	0.023593314149739	0.0000492994360381232	0.0208441432662528	0.0271269930336649	294580	132	2708	3	19.4820143884892	0.0160093691380092	0.0095727918404303	NA	NA	0.0160186725258095	0.0000322696621576341	0.0140405531124943	0.0181289418509237	206327	90.5	1316	2	10.8760330578512	0.0155341611737537	0.00776708058687685	NA	NA	0.0155914410343447	0.0000406477257836702	0.0131599679444144	0.0182932104649322	POCs	per_gene
0.6036485	55144	189	787	3	4.52298850574713	0.0179133018068958	0.00895665090344792	NA	NA	0.0179104582341913	0.0000276839308608258	0.0162359781885844	0.0196358090367938	55144	189	1131	5	6.01595744680851	0.0246753326578666	0.00958173620671344	NA	NA	0.0246536724314442	0.000033304315711292	0.0226687332032908	0.0268027084741312	76629	286	1579	6	8.18134715025907	0.0214953309953096	0.0126691722343998	NA	NA	0.0215256148224046	0.0000236618605484029	0.0200879406765888	0.0230302541961759	76629	286	738	3	4.14606741573034	0.0117886913760632	0.00589434568803159	NA	NA	0.0117814397028307	0.0000177507558823622	0.0106774437924167	0.0128653490321525	445741	171	2629	4	19.1897810218978	0.0177393088563147	0.00886965442815736	NA	NA	0.0177010028296491	0.0000334064637209582	0.0156708337039626	0.0198077324914091	302747	111	2581	4	18.7028985507246	0.0222134009159912	0.0088645749483039	NA	NA	0.0221902474690204	0.0000466194462769028	0.0193753434224082	0.0251571776863731	445741	171	3169	4	22.0069444444444	0.0170552692046487	0.0103171297946797	NA	NA	0.0170552814017645	0.0000340134359388904	0.0149931641454844	0.0192043221486576	302747	111	1541	3	13.1709401709402	0.0130847705576255	0.00654238527881274	NA	NA	0.0130415348234373	0.0000352603983614781	0.0109525063938028	0.0152245889445963	POCs	per_gene
0.77403225	64808	187.5	878	4	5.01714285714286	0.0158249624271669	0.00791248121358345	NA	NA	0.0158070820720041	0.0000249034224327029	0.0142759862080715	0.017332660678865	64808	187.5	1155	5	6.04712041884817	0.0223958128395129	0.00930012250401339	NA	NA	0.0223500932518017	0.0000278408961930095	0.0206306125653787	0.0240821289063892	83150	298	1792	7	9.00502512562814	0.0231800290037123	0.0131786556598347	NA	NA	0.0231870051948427	0.0000230101938713306	0.0217583951712247	0.0246285276774829	83150	298	804	3	4.56818181818182	0.0117520005534189	0.00587600027670944	NA	NA	0.0117570499114315	0.0000164561709544299	0.0108163462243906	0.0128257279986644	361301	176	2439	4	16.7054794520548	0.0137804866511984	0.0068902433255992	NA	NA	0.0137473374870275	0.000029817080869876	0.0119512384801432	0.0157089440182135	241015	109	2469	4	16.46	0.024050080508	0.00935404598871362	NA	NA	0.0240718548193964	0.0000453952790443105	0.0215118748627282	0.0269982753416158	361301	176	3062	4	20.0130718954248	0.0183834717335616	0.0108801005594385	NA	NA	0.0183881992409926	0.0000326614898369738	0.016382178753308	0.0203087415047429	241015	109	1431	3	10.7593984962406	0.0160730845699772	0.0080365422849886	NA	NA	0.0160589056779594	0.0000381811488681317	0.0137889541204119	0.0186396139427318	POCs	per_gene
0.94847075	68560	229	1032	4	5.83050847457627	0.017691688904462	0.00884584445223098	NA	NA	0.0177223118877566	0.0000247288557552007	0.0162430172078416	0.0193572570099601	68560	229	1323	5	6.615	0.0245652976303236	0.00992361460264424	NA	NA	0.0245322858207457	0.0000304219795784637	0.0226970017637893	0.0264017330215012	88741	330.5	1808	7	9.17766497461929	0.0233317668383765	0.0134397043620757	NA	NA	0.023373984523099	0.0000233989839280103	0.0219822764728344	0.024927883373186	88741	330.5	825	3	4.66101694915254	0.0107394118561695	0.00536970592808476	NA	NA	0.0107299610143853	0.0000154571449420274	0.00977288526625665	0.0117309441846377	297788	274	1977	4	12.5923566878981	0.0132019742083678	0.0066009871041839	NA	NA	0.0132334526703682	0.0000265534027376468	0.0116924876929025	0.0150064039831993	200818	159.5	2100	5	13.2911392405063	0.0229664376185531	0.00885006060073596	NA	NA	0.0229635070673412	0.000042135113026355	0.0205168010252991	0.025764731135989	297788	274	2532	4	16.0253164556962	0.0156387581406615	0.00944722625109884	NA	NA	0.0156328480156906	0.0000291784527994409	0.0138312142700012	0.017450697079184	200818	159.5	1215	3	8.93382352941176	0.0141284457400859	0.00706422287004293	NA	NA	0.0141123242578791	0.0000329896626084173	0.0121624828072656	0.0162023219732142	POCs	per_gene
1.1532575	60267	200	895	4	5.05649717514124	0.0170063201082562	0.00850316005412808	NA	NA	0.0169755786862544	0.0000266323764992462	0.0153286893088023	0.0185935546109973	60267	200	1286	5	6.76842105263158	0.0253720691590182	0.0100957718871647	NA	NA	0.0253559905444817	0.0000321471153498794	0.0233998365002968	0.027328780196435	83665	306.5	1696	6.5	8.74226804123711	0.0213175574564126	0.0125861312086111	NA	NA	0.021318635263875	0.0000242757362618351	0.0198393599371823	0.022775617015358	83665	306.5	845	3	4.56756756756757	0.0115403493080533	0.00577017465402666	NA	NA	0.011549267314241	0.0000180257803692686	0.0105108185924058	0.0126870728106737	270466	129	1706	3	13.983606557377	0.0153463562371731	0.00767317811858657	NA	NA	0.015357752887031	0.0000328239447076166	0.0134272246770479	0.0174093492794492	188040	83	1857	3	13.9624060150376	0.0253284945690826	0.0100630449143437	NA	NA	0.0253562154755882	0.000050683410207676	0.0222450131325433	0.0285733416847514	270466	129	2262	3	16.0425531914894	0.0184642394502767	0.0111508247731852	NA	NA	0.0183562686164053	0.0000355788474921994	0.0161288194232469	0.020545360915007	188040	83	1043	3	9.3125	0.0157113809413473	0.00785569047067363	NA	NA	0.0156672983245829	0.0000413340622890726	0.0131567624555024	0.0183461141650661	POCs	per_gene
1.3790125	79248	257	1124	4	5.97872340425532	0.0168990260457559	0.00844951302287797	NA	NA	0.016894542754934	0.0000220811304152132	0.0155715705284878	0.0182825582334646	79248	257	1501	5	7.505	0.0206583321537926	0.00857508450579834	NA	NA	0.020629361780319	0.00002467586671032	0.019177760586166	0.022193075271159	105491	356	2146	8	10.4682926829268	0.0212593709262878	0.012155888677123	NA	NA	0.0212841039202096	0.0000195050022652019	0.0200999891021462	0.0224805007584303	105491	356	1163	4	6.12105263157895	0.0108328656765975	0.00541643283829874	NA	NA	0.0108175124688091	0.0000149199067345954	0.00992652571339994	0.0117457512999484	474750	212	3082	4	22.1726618705036	0.0128811632135285	0.00644058160676424	NA	NA	0.0129554506268711	0.0000269996470929569	0.0114237040939111	0.0147248014355432	326593	131	3157	4	21.4761904761905	0.0215924752268989	0.00836620809476758	NA	NA	0.0215940133969459	0.0000432816285567619	0.0190431153848336	0.0241572934999216	474750	212	3669	5	24.2980132450331	0.0155459941244579	0.00936906155285826	NA	NA	0.0154993554085083	0.0000284818285019619	0.013783136685072	0.0173541952963005	326593	131	1858	3	14.515625	0.0136554055037246	0.00682770275186231	NA	NA	0.0136890754519293	0.000034587598953983	0.0115517593676061	0.0159993841009766	POCs	per_gene
1.64925	70370	226.5	1003	4	5.25130890052356	0.0167642623778348	0.00838213118891738	NA	NA	0.0167605640085423	0.0000233929679655816	0.0154154479986284	0.018273202280568	70370	226.5	1342	5	6.91752577319588	0.0209987033305304	0.00860966423865987	NA	NA	0.021010335667548	0.0000246493518305686	0.0195434691412671	0.0224612354522102	95704	316.5	1882	7	9.50505050505051	0.0216934295598935	0.012710157911346	NA	NA	0.0216788518075675	0.0000220071240343751	0.0203238641360902	0.0230508298402794	95704	316.5	980	4	5.21276595744681	0.0122182558243745	0.00610912791218723	NA	NA	0.0122144757912156	0.0000152251288590147	0.0112683357380926	0.0131929886985783	484784	165	2964	4	22.4545454545455	0.0151643021216606	0.0075821510608303	NA	NA	0.0151723943194123	0.0000314258422622023	0.0133187623524471	0.0171043989368552	331097	113	3184	4	23.0724637681159	0.0232926878417346	0.00915442253390565	NA	NA	0.0233404107196605	0.000049944403383052	0.0202856238363064	0.0264726112939614	484784	165	3977	4	26.1644736842105	0.0197062368075864	0.0118043581821917	NA	NA	0.0197194549115453	0.0000371627114816688	0.0174623247115364	0.0221644861009168	331097	113	1832	3	14.7741935483871	0.0147608358068368	0.00738041790341841	NA	NA	0.0147499586509384	0.0000378766944419167	0.0125115932193212	0.0172300637466221	POCs	per_gene
1.9529525	66524	233.5	934	4	5.16022099447514	0.0160001875620381	0.00800009378101906	NA	NA	0.0159821657171357	0.0000235787188601247	0.0146245282191692	0.017551386791359	66524	233.5	1199	5	6.24479166666667	0.0209596831735459	0.00847205455641089	NA	NA	0.0209423572108802	0.0000269790755535546	0.0193125907300413	0.0226392033637483	89359	326.5	1776	7	8.79207920792079	0.0210835860182199	0.0121851113683938	NA	NA	0.0211120917725969	0.0000215208987861384	0.0198129294190531	0.0224885001332247	89359	326.5	838	3	4.55434782608696	0.0111952835524347	0.00559764177621733	NA	NA	0.0111886155282817	0.0000152457003166574	0.0102139345427262	0.0121496242931532	498811	221.5	3231	4	21.9795918367347	0.0121001683890973	0.00605008419454863	NA	NA	0.0121489458157919	0.0000249162815776549	0.0106868805496838	0.0137717485306509	341186	158	3427	5	22.3986928104575	0.0209464070057962	0.00837431180930623	NA	NA	0.0209606014691251	0.0000408776987971808	0.0186575982393032	0.0236166662627646	498811	221.5	4090	5	25.4037267080745	0.0172071613409276	0.010294395231624	NA	NA	0.0172317184638088	0.00002893620132237	0.0155370252760638	0.0190653563053911	341186	158	2001	3	14.3956834532374	0.0160269445605772	0.00801347228028861	NA	NA	0.0159941684066073	0.0000329104602980074	0.0140566494821095	0.0181590518144843	POCs	per_gene
2.2481375	61237	204	828	3	4.35789473684211	0.0158828354912315	0.00794141774561574	NA	NA	0.0158563766174983	0.000022780576562583	0.0144084821128173	0.0172987028732758	61237	204	1091	4	5.65284974093264	0.0200628163816081	0.00800238680671348	NA	NA	0.0200454503069016	0.0000261126607470259	0.018430652908867	0.021646255963962	88081	313.5	1733	7	8.45365853658537	0.0205951268449333	0.0123193025069908	NA	NA	0.0205959742911936	0.0000196158611364965	0.0194365403547748	0.0218285689644878	88081	313.5	830	3	4.41489361702128	0.0105889634604174	0.00529448173020872	NA	NA	0.0105597104414966	0.0000139913164136651	0.00968556759123671	0.0114300621323974	338994	198	2271	4	16.2214285714286	0.0135251253600413	0.00676256268002065	NA	NA	0.013498277393914	0.0000264545602216251	0.0119466063946827	0.015207037909251	232255	136	2354	4	16.3472222222222	0.0208993238529482	0.0085583449225519	NA	NA	0.0208685049868619	0.0000388315048837587	0.0184653608641079	0.0232999364445596	338994	198	2843	4	19.3401360544218	0.0156278006816813	0.00919982763416408	NA	NA	0.015636415939496	0.0000288314358066401	0.0140358338170021	0.0174431326986874	232255	136	1384	3	10.8976377952756	0.0141644990442637	0.00708224952213184	NA	NA	0.0141701009963888	0.0000337322041841431	0.0122215968894958	0.0164022358575322	POCs	per_gene
2.55318	59816	206	875	3.5	4.86111111111111	0.0176865780014597	0.00884328900072984	NA	NA	0.0177323860132462	0.0000244407490544971	0.0161706437208751	0.0192727549755106	59816	206	1082	5	5.69473684210526	0.0203344631850737	0.00827822630605317	NA	NA	0.0203725807432281	0.0000254882501888116	0.0188456882119271	0.0219889809321358	86205	305	1683	7	8.415	0.0222414556856229	0.0130558920770775	NA	NA	0.0222225661955661	0.0000207916499456665	0.0209604588861784	0.0235741850791808	86205	305	773	3	4.22404371584699	0.0108137527640773	0.00540687638203863	NA	NA	0.0108315483227506	0.0000146192388948051	0.00992306955086839	0.011795302055979	352988	190.5	2441	4	16.6054421768707	0.014890340206021	0.00744517010301049	NA	NA	0.0149349567538297	0.0000298039603157817	0.013174689629786	0.0168909244898846	244867	141.5	2402	4	16.7972027972028	0.020273570807873	0.00814516500843581	NA	NA	0.0203276725205033	0.0000400617451165704	0.0179418422932072	0.0229370344060466	352988	190.5	2854	5	19.0266666666667	0.0174387303775139	0.0103579299795138	NA	NA	0.0174503254526823	0.000031105900417486	0.0156489746154032	0.0194291173994498	244867	141.5	1399	3	10.5984848484848	0.0151339984784374	0.0075669992392187	NA	NA	0.0151364234713561	0.0000368119871770123	0.0131246567794299	0.0175216429665761	POCs	per_gene
2.944235	60478	217	899	4	4.93956043956044	0.0178467961421455	0.00892339807107275	NA	NA	0.017845629300514	0.0000254602433714392	0.0163681812822232	0.0193900349959415	60478	217	1084	4	5.70526315789474	0.0205016935113252	0.00839054339431504	NA	NA	0.0204989766835501	0.0000267710972359015	0.018885429303066	0.0221583138808045	84893	318	1734	6	8.75757575757576	0.0218292447477101	0.0127622328865557	NA	NA	0.021810652906994	0.0000216973078678893	0.0204575953957433	0.023160592019133	84893	318	844	3	4.7683615819209	0.0120295378610435	0.00601476893052175	NA	NA	0.0120352445127907	0.0000158786741002423	0.0110137377561239	0.0130231618973152	284162	171	2319	3	16.330985915493	0.0134097771557074	0.00670488857785372	NA	NA	0.0134011737848962	0.0000291508490034755	0.0117944941930418	0.0153051459482736	193964	117.5	2370	3	15.3896103896104	0.0226504854070571	0.00905309572674982	NA	NA	0.0226717642809212	0.0000425812769459893	0.0202901898384767	0.0254017456554932	284162	171	2836	4	18.6578947368421	0.0162936924080829	0.0098315300402385	NA	NA	0.0162849628024806	0.0000299302017030647	0.0145414392966271	0.0181411008125984	193964	117.5	1411	4	11.7583333333333	0.0145043931748298	0.00725219658741489	NA	NA	0.0145071151143063	0.0000349726487743098	0.0125785501023826	0.0167692783221896	POCs	per_gene
3.3207525	57450	215	823	4	4.49726775956284	0.0162392600637748	0.00811963003188739	NA	NA	0.0162700724869517	0.0000222791471163154	0.0149375849514565	0.0176150096757482	57450	215	1134	4	5.87564766839378	0.0216733568276624	0.00866407249167212	NA	NA	0.021690619660022	0.000026887936071451	0.0200317594085648	0.023356768831458	82821	322.5	1612	6	8.01990049751244	0.020137568453978	0.0118793138878433	NA	NA	0.0201221635866023	0.0000205987090162874	0.0189036052695641	0.0214688344456435	82821	322.5	759	3	4.125	0.0107857013785972	0.00539285068929861	NA	NA	0.0107989550487755	0.0000149053457059126	0.00986742720664093	0.0117505822666216	242638	185	1582	3	11.463768115942	0.0138087591392501	0.00690437956962504	NA	NA	0.0138824913986625	0.0000280292704239916	0.0122197038026786	0.0157793366065441	166782	126	1688	4	11.8041958041958	0.0199180114105961	0.00799997417715666	NA	NA	0.0198863615475546	0.0000394303676971153	0.0175329496685316	0.0224548840502613	242638	185	2030	4	13.6241610738255	0.0171409273237756	0.0102085458314227	NA	NA	0.0171461595993346	0.00003080068626726	0.015277648573819	0.0191456414469818	166782	126	1002	3	7.828125	0.0150275003525191	0.00751375017625954	NA	NA	0.0149886321383733	0.0000343999435346604	0.0129985248956082	0.0172127634462121	POCs	per_gene
3.729915	61699	199	873	3	4.87709497206704	0.0174477938067089	0.00872389690335443	NA	NA	0.0174141780041202	0.0000251053550011452	0.0159262680022525	0.0189945572221985	61699	199	1160	4	6.01036269430052	0.0226839397447236	0.00900631468930478	NA	NA	0.0226607847293947	0.0000277226415705635	0.0210174621418895	0.0243842883167256	89329	300	1738	6	8.47804878048781	0.0199860973428501	0.0118893985659252	NA	NA	0.0200250777369986	0.000021172324666345	0.0187120797164833	0.021320340027385	89329	300	901	3	4.92349726775956	0.0111393484920877	0.00556967424604384	NA	NA	0.0111508178868341	0.0000160968344291283	0.0101819360479465	0.0121726760833139	220474	159	1495	3	10.7553956834532	0.0129425693019151	0.00647128465095755	NA	NA	0.0129044327592254	0.0000265507962807706	0.0113855205723604	0.0145216247296943	149541	103	1647	3	11.5985915492958	0.0236616896032651	0.00972314421575949	NA	NA	0.0236762986000069	0.0000459470891606675	0.020956972346593	0.0266360717372235	220474	159	1910	3	12.9054054054054	0.0154162591449227	0.00921716699999842	NA	NA	0.0154134924479135	0.0000308241315540891	0.013575438573129	0.0174764720333759	149541	103	979	3	8.02459016393443	0.0162334066780212	0.00811670333901062	NA	NA	0.0162979028701198	0.0000367001940089852	0.0141802443379281	0.0188092241617441	POCs	per_gene
