species	freq	nb_site	nb_genes	categorie
Caenorhabditis_elegans	0.536764705882353	300924	840	Highly constrained
Caenorhabditis_elegans	0.503496503496504	300924	840	Highly constrained
Caenorhabditis_elegans	0.451851851851852	300924	840	Highly constrained
Caenorhabditis_elegans	0.488584474885845	300924	840	Highly constrained
Caenorhabditis_elegans	0.529411764705882	300924	840	Highly constrained
Caenorhabditis_elegans	0.526315789473684	300924	840	Highly constrained
Caenorhabditis_elegans	0.512820512820513	300924	840	Highly constrained
Caenorhabditis_elegans	0.450980392156863	300924	840	Highly constrained
Caenorhabditis_elegans	0.569230769230769	300924	840	Highly constrained
Caenorhabditis_elegans	0.487394957983193	300924	840	Highly constrained
Caenorhabditis_elegans	0.626168224299065	300924	840	Highly constrained
Caenorhabditis_elegans	0.567961165048544	300924	840	Highly constrained
Caenorhabditis_elegans	0.505952380952381	300924	840	Highly constrained
Caenorhabditis_elegans	0.484848484848485	300924	840	Highly constrained
Caenorhabditis_elegans	0.496350364963504	300924	840	Highly constrained
Caenorhabditis_elegans	0.488	300924	840	Highly constrained
Caenorhabditis_elegans	0.506578947368421	300924	840	Highly constrained
Caenorhabditis_elegans	0.472868217054264	300924	840	Highly constrained
Caenorhabditis_elegans	0.497326203208556	300924	840	Highly constrained
Caenorhabditis_elegans	0.537931034482759	300924	840	Highly constrained
Caenorhabditis_elegans	0.576923076923077	300924	840	Highly constrained
Caenorhabditis_elegans	0.518518518518518	300924	840	Highly constrained
Caenorhabditis_elegans	0.516339869281046	300924	840	Highly constrained
Caenorhabditis_elegans	0.512987012987013	300924	840	Highly constrained
Caenorhabditis_elegans	0.520231213872832	300924	840	Highly constrained
Caenorhabditis_elegans	0.46031746031746	300924	840	Highly constrained
Caenorhabditis_elegans	0.682170542635659	300924	840	Highly constrained
Caenorhabditis_elegans	0.57556270096463	300924	840	Highly constrained
Caenorhabditis_elegans	0.486033519553073	300924	840	Highly constrained
Caenorhabditis_elegans	0.506024096385542	300924	840	Highly constrained
Caenorhabditis_elegans	0.514925373134328	300924	840	Highly constrained
Caenorhabditis_elegans	0.580357142857143	300924	840	Highly constrained
Caenorhabditis_elegans	0.462585034013605	300924	840	Highly constrained
Caenorhabditis_elegans	0.508196721311475	300924	840	Highly constrained
Caenorhabditis_elegans	0.615894039735099	300924	840	Highly constrained
Caenorhabditis_elegans	0.5	300924	840	Highly constrained
Caenorhabditis_elegans	0.524229074889868	300924	840	Highly constrained
Caenorhabditis_elegans	0.411764705882353	300924	840	Highly constrained
Caenorhabditis_elegans	0.48	300924	840	Highly constrained
Caenorhabditis_elegans	0.524590163934426	300924	840	Highly constrained
Caenorhabditis_elegans	0.530973451327434	300924	840	Highly constrained
Caenorhabditis_elegans	0.470319634703196	300924	840	Highly constrained
Caenorhabditis_elegans	0.594871794871795	300924	840	Highly constrained
Caenorhabditis_elegans	0.503105590062112	300924	840	Highly constrained
Caenorhabditis_elegans	0.603174603174603	300924	840	Highly constrained
Caenorhabditis_elegans	0.48936170212766	300924	840	Highly constrained
Caenorhabditis_elegans	0.595628415300546	300924	840	Highly constrained
Caenorhabditis_elegans	0.596491228070175	300924	840	Highly constrained
Caenorhabditis_elegans	0.420168067226891	300924	840	Highly constrained
Caenorhabditis_elegans	0.479674796747967	300924	840	Highly constrained
Caenorhabditis_elegans	0.636363636363636	300924	840	Highly constrained
Caenorhabditis_elegans	0.595238095238095	300924	840	Highly constrained
Caenorhabditis_elegans	0.692307692307692	300924	840	Highly constrained
Caenorhabditis_elegans	0.456310679611651	300924	840	Highly constrained
Caenorhabditis_elegans	0.485981308411215	300924	840	Highly constrained
Caenorhabditis_elegans	0.419847328244275	300924	840	Highly constrained
Caenorhabditis_elegans	0.587301587301587	300924	840	Highly constrained
Caenorhabditis_elegans	0.4375	300924	840	Highly constrained
Caenorhabditis_elegans	0.515463917525773	300924	840	Highly constrained
Caenorhabditis_elegans	0.727272727272727	300924	840	Highly constrained
Caenorhabditis_elegans	0.638095238095238	300924	840	Highly constrained
Caenorhabditis_elegans	0.513513513513513	300924	840	Highly constrained
Caenorhabditis_elegans	0.433333333333333	300924	840	Highly constrained
Caenorhabditis_elegans	0.4	300924	840	Highly constrained
Caenorhabditis_elegans	0.394957983193277	300924	840	Highly constrained
Caenorhabditis_elegans	0.455445544554455	300924	840	Highly constrained
Caenorhabditis_elegans	0.53448275862069	300924	840	Highly constrained
Caenorhabditis_elegans	0.688888888888889	300924	840	Highly constrained
Caenorhabditis_elegans	0.695652173913043	300924	840	Highly constrained
Caenorhabditis_elegans	0.385321100917431	300924	840	Highly constrained
Caenorhabditis_elegans	0.502262443438914	300924	840	Highly constrained
Caenorhabditis_elegans	0.478571428571429	300924	840	Highly constrained
Caenorhabditis_elegans	0.507246376811594	300924	840	Highly constrained
Caenorhabditis_elegans	0.51219512195122	300924	840	Highly constrained
Caenorhabditis_elegans	0.74	300924	840	Highly constrained
Caenorhabditis_elegans	0.52755905511811	300924	840	Highly constrained
Caenorhabditis_elegans	0.508928571428571	300924	840	Highly constrained
Caenorhabditis_elegans	0.48936170212766	300924	840	Highly constrained
Caenorhabditis_elegans	0.450819672131148	300924	840	Highly constrained
Caenorhabditis_elegans	0.508982035928144	300924	840	Highly constrained
Caenorhabditis_elegans	0.488095238095238	300924	840	Highly constrained
Caenorhabditis_elegans	0.585585585585586	300924	840	Highly constrained
Caenorhabditis_elegans	0.5	300924	840	Highly constrained
Caenorhabditis_elegans	0.601851851851852	300924	840	Highly constrained
Caenorhabditis_elegans	0.442622950819672	300924	840	Highly constrained
Caenorhabditis_elegans	0.38135593220339	300924	840	Highly constrained
Caenorhabditis_elegans	0.61046511627907	300924	840	Highly constrained
Caenorhabditis_elegans	0.703703703703704	300924	840	Highly constrained
Caenorhabditis_elegans	0.564102564102564	300924	840	Highly constrained
Caenorhabditis_elegans	0.622093023255814	300924	840	Highly constrained
Caenorhabditis_elegans	0.454545454545455	300924	840	Highly constrained
Caenorhabditis_elegans	0.633928571428571	300924	840	Highly constrained
Caenorhabditis_elegans	0.525925925925926	300924	840	Highly constrained
Caenorhabditis_elegans	0.401785714285714	300924	840	Highly constrained
Caenorhabditis_elegans	0.391304347826087	300924	840	Highly constrained
Caenorhabditis_elegans	0.604026845637584	300924	840	Highly constrained
Caenorhabditis_elegans	0.503649635036496	300924	840	Highly constrained
Caenorhabditis_elegans	0.647619047619048	300924	840	Highly constrained
Caenorhabditis_elegans	0.645454545454546	300924	840	Highly constrained
Caenorhabditis_elegans	0.504761904761905	300924	840	Highly constrained
Caenorhabditis_elegans	0.354545454545455	300924	840	Highly constrained
Caenorhabditis_elegans	0.544642857142857	300924	840	Highly constrained
Caenorhabditis_elegans	0.494845360824742	300924	840	Highly constrained
Caenorhabditis_elegans	0.538961038961039	300924	840	Highly constrained
Caenorhabditis_elegans	0.578651685393258	300924	840	Highly constrained
Caenorhabditis_elegans	0.59375	300924	840	Highly constrained
Caenorhabditis_elegans	0.515151515151515	300924	840	Highly constrained
Caenorhabditis_elegans	0.531531531531532	300924	840	Highly constrained
Caenorhabditis_elegans	0.512987012987013	300924	840	Highly constrained
Caenorhabditis_elegans	0.541935483870968	300924	840	Highly constrained
Caenorhabditis_elegans	0.645569620253165	300924	840	Highly constrained
Caenorhabditis_elegans	0.512396694214876	300924	840	Highly constrained
Caenorhabditis_elegans	0.623529411764706	300924	840	Highly constrained
Caenorhabditis_elegans	0.678832116788321	300924	840	Highly constrained
Caenorhabditis_elegans	0.408602150537634	300924	840	Highly constrained
Caenorhabditis_elegans	0.653846153846154	300924	840	Highly constrained
Caenorhabditis_elegans	0.476635514018692	300924	840	Highly constrained
Caenorhabditis_elegans	0.508474576271186	300924	840	Highly constrained
Caenorhabditis_elegans	0.729166666666667	300924	840	Highly constrained
Caenorhabditis_elegans	0.738219895287958	300924	840	Highly constrained
Caenorhabditis_elegans	0.528301886792453	300924	840	Highly constrained
Caenorhabditis_elegans	0.510344827586207	300924	840	Highly constrained
Caenorhabditis_elegans	0.583333333333333	300924	840	Highly constrained
Caenorhabditis_elegans	0.453703703703704	300924	840	Highly constrained
Caenorhabditis_elegans	0.661016949152542	300924	840	Highly constrained
Caenorhabditis_elegans	0.456	300924	840	Highly constrained
Caenorhabditis_elegans	0.4453125	300924	840	Highly constrained
Caenorhabditis_elegans	0.503703703703704	300924	840	Highly constrained
Caenorhabditis_elegans	0.506666666666667	300924	840	Highly constrained
Caenorhabditis_elegans	0.457142857142857	300924	840	Highly constrained
Caenorhabditis_elegans	0.463157894736842	300924	840	Highly constrained
Caenorhabditis_elegans	0.395061728395062	300924	840	Highly constrained
Caenorhabditis_elegans	0.479166666666667	300924	840	Highly constrained
Caenorhabditis_elegans	0.578125	300924	840	Highly constrained
Caenorhabditis_elegans	0.525862068965517	300924	840	Highly constrained
Caenorhabditis_elegans	0.509090909090909	300924	840	Highly constrained
Caenorhabditis_elegans	0.495867768595041	300924	840	Highly constrained
Caenorhabditis_elegans	0.471698113207547	300924	840	Highly constrained
Caenorhabditis_elegans	0.505882352941176	300924	840	Highly constrained
Caenorhabditis_elegans	0.862068965517241	300924	840	Highly constrained
Caenorhabditis_elegans	0.6875	300924	840	Highly constrained
Caenorhabditis_elegans	0.678571428571429	300924	840	Highly constrained
Caenorhabditis_elegans	0.516304347826087	300924	840	Highly constrained
Caenorhabditis_elegans	0.466666666666667	300924	840	Highly constrained
Caenorhabditis_elegans	0.510204081632653	300924	840	Highly constrained
Caenorhabditis_elegans	0.548780487804878	300924	840	Highly constrained
Caenorhabditis_elegans	0.595092024539877	300924	840	Highly constrained
Caenorhabditis_elegans	0.492537313432836	300924	840	Highly constrained
Caenorhabditis_elegans	0.482758620689655	300924	840	Highly constrained
Caenorhabditis_elegans	0.462962962962963	300924	840	Highly constrained
Caenorhabditis_elegans	0.537037037037037	300924	840	Highly constrained
Caenorhabditis_elegans	0.494117647058824	300924	840	Highly constrained
Caenorhabditis_elegans	0.767857142857143	300924	840	Highly constrained
Caenorhabditis_elegans	0.505376344086022	300924	840	Highly constrained
Caenorhabditis_elegans	0.62962962962963	300924	840	Highly constrained
Caenorhabditis_elegans	0.525862068965517	300924	840	Highly constrained
Caenorhabditis_elegans	0.503937007874016	300924	840	Highly constrained
Caenorhabditis_elegans	0.479452054794521	300924	840	Highly constrained
Caenorhabditis_elegans	0.394230769230769	300924	840	Highly constrained
Caenorhabditis_elegans	0.472222222222222	300924	840	Highly constrained
Caenorhabditis_elegans	0.34375	300924	840	Highly constrained
Caenorhabditis_elegans	0.446601941747573	300924	840	Highly constrained
Caenorhabditis_elegans	0.666666666666667	300924	840	Highly constrained
Caenorhabditis_elegans	0.437869822485207	300924	840	Highly constrained
Caenorhabditis_elegans	0.56	300924	840	Highly constrained
Caenorhabditis_elegans	0.5	300924	840	Highly constrained
Caenorhabditis_elegans	0.528089887640449	300924	840	Highly constrained
Caenorhabditis_elegans	0.4625	300924	840	Highly constrained
Caenorhabditis_elegans	0.567307692307692	300924	840	Highly constrained
Caenorhabditis_elegans	0.476190476190476	300924	840	Highly constrained
Caenorhabditis_elegans	0.654761904761905	300924	840	Highly constrained
Caenorhabditis_elegans	0.397435897435897	300924	840	Highly constrained
Caenorhabditis_elegans	0.574712643678161	300924	840	Highly constrained
Caenorhabditis_elegans	0.617977528089888	300924	840	Highly constrained
Caenorhabditis_elegans	0.461538461538462	300924	840	Highly constrained
Caenorhabditis_elegans	0.417582417582418	300924	840	Highly constrained
Caenorhabditis_elegans	0.463087248322148	300924	840	Highly constrained
Caenorhabditis_elegans	0.455357142857143	300924	840	Highly constrained
Caenorhabditis_elegans	0.476635514018692	300924	840	Highly constrained
Caenorhabditis_elegans	0.36144578313253	300924	840	Highly constrained
Caenorhabditis_elegans	0.454545454545455	300924	840	Highly constrained
Caenorhabditis_elegans	0.455882352941176	300924	840	Highly constrained
Caenorhabditis_elegans	0.407407407407407	300924	840	Highly constrained
Caenorhabditis_elegans	0.537037037037037	300924	840	Highly constrained
Caenorhabditis_elegans	0.428571428571429	300924	840	Highly constrained
Caenorhabditis_elegans	0.428571428571429	300924	840	Highly constrained
Caenorhabditis_elegans	0.550561797752809	300924	840	Highly constrained
Caenorhabditis_elegans	0.494949494949495	300924	840	Highly constrained
Caenorhabditis_elegans	0.571428571428571	300924	840	Highly constrained
Caenorhabditis_elegans	0.450549450549451	300924	840	Highly constrained
Caenorhabditis_elegans	0.521739130434783	300924	840	Highly constrained
Caenorhabditis_elegans	0.446428571428571	300924	840	Highly constrained
Caenorhabditis_elegans	0.528089887640449	300924	840	Highly constrained
Caenorhabditis_elegans	0.494949494949495	300924	840	Highly constrained
Caenorhabditis_elegans	0.619047619047619	300924	840	Highly constrained
Caenorhabditis_elegans	0.477611940298507	300924	840	Highly constrained
Caenorhabditis_elegans	0.578947368421053	300924	840	Highly constrained
Caenorhabditis_elegans	0.553571428571429	300924	840	Highly constrained
Caenorhabditis_elegans	0.491071428571429	300924	840	Highly constrained
Caenorhabditis_elegans	0.471910112359551	300924	840	Highly constrained
Caenorhabditis_elegans	0.507936507936508	300924	840	Highly constrained
Caenorhabditis_elegans	0.925925925925926	300924	840	Highly constrained
Caenorhabditis_elegans	0.452631578947368	300924	840	Highly constrained
Caenorhabditis_elegans	0.514925373134328	300924	840	Highly constrained
Caenorhabditis_elegans	0.55	300924	840	Highly constrained
Caenorhabditis_elegans	0.534653465346535	300924	840	Highly constrained
Caenorhabditis_elegans	0.49	300924	840	Highly constrained
Caenorhabditis_elegans	0.377777777777778	300924	840	Highly constrained
Caenorhabditis_elegans	0.389830508474576	300924	840	Highly constrained
Caenorhabditis_elegans	0.467153284671533	300924	840	Highly constrained
Caenorhabditis_elegans	0.747572815533981	300924	840	Highly constrained
Caenorhabditis_elegans	0.555555555555556	300924	840	Highly constrained
Caenorhabditis_elegans	0.511111111111111	300924	840	Highly constrained
Caenorhabditis_elegans	0.515789473684211	300924	840	Highly constrained
Caenorhabditis_elegans	0.474358974358974	300924	840	Highly constrained
Caenorhabditis_elegans	0.549019607843137	300924	840	Highly constrained
Caenorhabditis_elegans	0.564356435643564	300924	840	Highly constrained
Caenorhabditis_elegans	0.526315789473684	300924	840	Highly constrained
Caenorhabditis_elegans	0.455284552845528	300924	840	Highly constrained
Caenorhabditis_elegans	0.45679012345679	300924	840	Highly constrained
Caenorhabditis_elegans	0.606299212598425	300924	840	Highly constrained
Caenorhabditis_elegans	0.56140350877193	300924	840	Highly constrained
Caenorhabditis_elegans	0.453488372093023	300924	840	Highly constrained
Caenorhabditis_elegans	0.366666666666667	300924	840	Highly constrained
Caenorhabditis_elegans	0.5	300924	840	Highly constrained
Caenorhabditis_elegans	0.575	300924	840	Highly constrained
Caenorhabditis_elegans	0.457142857142857	300924	840	Highly constrained
Caenorhabditis_elegans	0.40506329113924	300924	840	Highly constrained
Caenorhabditis_elegans	0.481012658227848	300924	840	Highly constrained
Caenorhabditis_elegans	0.645454545454546	300924	840	Highly constrained
Caenorhabditis_elegans	0.615384615384615	300924	840	Highly constrained
Caenorhabditis_elegans	0.623931623931624	300924	840	Highly constrained
Caenorhabditis_elegans	0.71830985915493	300924	840	Highly constrained
Caenorhabditis_elegans	0.649350649350649	300924	840	Highly constrained
Caenorhabditis_elegans	0.529411764705882	300924	840	Highly constrained
Caenorhabditis_elegans	0.454545454545455	300924	840	Highly constrained
Caenorhabditis_elegans	0.531468531468531	300924	840	Highly constrained
Caenorhabditis_elegans	0.444444444444444	300924	840	Highly constrained
Caenorhabditis_elegans	0.439024390243902	300924	840	Highly constrained
Caenorhabditis_elegans	0.362745098039216	300924	840	Highly constrained
Caenorhabditis_elegans	0.56043956043956	300924	840	Highly constrained
Caenorhabditis_elegans	0.478723404255319	300924	840	Highly constrained
Caenorhabditis_elegans	0.430555555555556	300924	840	Highly constrained
Caenorhabditis_elegans	0.5	300924	840	Highly constrained
Caenorhabditis_elegans	0.652777777777778	300924	840	Highly constrained
Caenorhabditis_elegans	0.578947368421053	300924	840	Highly constrained
Caenorhabditis_elegans	0.571428571428571	300924	840	Highly constrained
Caenorhabditis_elegans	0.446043165467626	300924	840	Highly constrained
Caenorhabditis_elegans	0.4375	300924	840	Highly constrained
Caenorhabditis_elegans	0.543859649122807	300924	840	Highly constrained
Caenorhabditis_elegans	0.296703296703297	300924	840	Highly constrained
Caenorhabditis_elegans	0.558441558441558	300924	840	Highly constrained
Caenorhabditis_elegans	0.512820512820513	300924	840	Highly constrained
Caenorhabditis_elegans	0.542553191489362	300924	840	Highly constrained
Caenorhabditis_elegans	0.523809523809524	300924	840	Highly constrained
Caenorhabditis_elegans	0.428571428571429	300924	840	Highly constrained
Caenorhabditis_elegans	0.423076923076923	300924	840	Highly constrained
Caenorhabditis_elegans	0.459770114942529	300924	840	Highly constrained
Caenorhabditis_elegans	0.44	300924	840	Highly constrained
Caenorhabditis_elegans	0.490740740740741	300924	840	Highly constrained
Caenorhabditis_elegans	0.524590163934426	300924	840	Highly constrained
Caenorhabditis_elegans	0.597014925373134	300924	840	Highly constrained
Caenorhabditis_elegans	0.495575221238938	300924	840	Highly constrained
Caenorhabditis_elegans	0.549019607843137	300924	840	Highly constrained
Caenorhabditis_elegans	0.45	300924	840	Highly constrained
Caenorhabditis_elegans	0.619718309859155	300924	840	Highly constrained
Caenorhabditis_elegans	0.493827160493827	300924	840	Highly constrained
Caenorhabditis_elegans	0.472222222222222	300924	840	Highly constrained
Caenorhabditis_elegans	0.566371681415929	300924	840	Highly constrained
Caenorhabditis_elegans	0.361111111111111	300924	840	Highly constrained
Caenorhabditis_elegans	0.575757575757576	300924	840	Highly constrained
Caenorhabditis_elegans	0.507246376811594	300924	840	Highly constrained
Caenorhabditis_elegans	0.516483516483517	300924	840	Highly constrained
Caenorhabditis_elegans	0.407894736842105	300924	840	Highly constrained
Caenorhabditis_elegans	0.553191489361702	300924	840	Highly constrained
Caenorhabditis_elegans	0.478260869565217	300924	840	Highly constrained
Caenorhabditis_elegans	0.521739130434783	300924	840	Highly constrained
Caenorhabditis_elegans	0.641304347826087	300924	840	Highly constrained
Caenorhabditis_elegans	0.533333333333333	300924	840	Highly constrained
Caenorhabditis_elegans	0.506666666666667	300924	840	Highly constrained
Caenorhabditis_elegans	0.561643835616438	300924	840	Highly constrained
Caenorhabditis_elegans	0.448598130841121	300924	840	Highly constrained
Caenorhabditis_elegans	0.539130434782609	300924	840	Highly constrained
Caenorhabditis_elegans	0.430555555555556	300924	840	Highly constrained
Caenorhabditis_elegans	0.518072289156627	300924	840	Highly constrained
Caenorhabditis_elegans	0.516129032258065	300924	840	Highly constrained
Caenorhabditis_elegans	0.416666666666667	300924	840	Highly constrained
Caenorhabditis_elegans	0.486238532110092	300924	840	Highly constrained
Caenorhabditis_elegans	0.434343434343434	300924	840	Highly constrained
Caenorhabditis_elegans	0.581395348837209	300924	840	Highly constrained
Caenorhabditis_elegans	0.540983606557377	300924	840	Highly constrained
Caenorhabditis_elegans	0.482758620689655	300924	840	Highly constrained
Caenorhabditis_elegans	0.424528301886792	300924	840	Highly constrained
Caenorhabditis_elegans	0.652173913043478	300924	840	Highly constrained
Caenorhabditis_elegans	0.484126984126984	300924	840	Highly constrained
Caenorhabditis_elegans	0.451923076923077	300924	840	Highly constrained
Caenorhabditis_elegans	0.597402597402597	300924	840	Highly constrained
Caenorhabditis_elegans	0.477941176470588	300924	840	Highly constrained
Caenorhabditis_elegans	0.644067796610169	300924	840	Highly constrained
Caenorhabditis_elegans	0.524390243902439	300924	840	Highly constrained
Caenorhabditis_elegans	0.485714285714286	300924	840	Highly constrained
Caenorhabditis_elegans	0.627118644067797	300924	840	Highly constrained
Caenorhabditis_elegans	0.525423728813559	300924	840	Highly constrained
Caenorhabditis_elegans	0.430379746835443	300924	840	Highly constrained
Caenorhabditis_elegans	0.637931034482759	300924	840	Highly constrained
Caenorhabditis_elegans	0.522222222222222	300924	840	Highly constrained
Caenorhabditis_elegans	0.698412698412698	300924	840	Highly constrained
Caenorhabditis_elegans	0.509803921568627	300924	840	Highly constrained
Caenorhabditis_elegans	0.560975609756098	300924	840	Highly constrained
Caenorhabditis_elegans	0.421052631578947	300924	840	Highly constrained
Caenorhabditis_elegans	0.537313432835821	300924	840	Highly constrained
Caenorhabditis_elegans	0.423076923076923	300924	840	Highly constrained
Caenorhabditis_elegans	0.580246913580247	300924	840	Highly constrained
Caenorhabditis_elegans	0.719298245614035	300924	840	Highly constrained
Caenorhabditis_elegans	0.527777777777778	300924	840	Highly constrained
Caenorhabditis_elegans	0.6	300924	840	Highly constrained
Caenorhabditis_elegans	0.554054054054054	300924	840	Highly constrained
Caenorhabditis_elegans	0.469879518072289	300924	840	Highly constrained
Caenorhabditis_elegans	0.536231884057971	300924	840	Highly constrained
Caenorhabditis_elegans	0.605263157894737	300924	840	Highly constrained
Caenorhabditis_elegans	0.407407407407407	300924	840	Highly constrained
Caenorhabditis_elegans	0.393617021276596	300924	840	Highly constrained
Caenorhabditis_elegans	0.4375	300924	840	Highly constrained
Caenorhabditis_elegans	0.491666666666667	300924	840	Highly constrained
Caenorhabditis_elegans	0.413333333333333	300924	840	Highly constrained
Caenorhabditis_elegans	0.537313432835821	300924	840	Highly constrained
Caenorhabditis_elegans	0.616438356164384	300924	840	Highly constrained
Caenorhabditis_elegans	0.564705882352941	300924	840	Highly constrained
Caenorhabditis_elegans	0.583333333333333	300924	840	Highly constrained
Caenorhabditis_elegans	0.582278481012658	300924	840	Highly constrained
Caenorhabditis_elegans	0.39047619047619	300924	840	Highly constrained
Caenorhabditis_elegans	0.561643835616438	300924	840	Highly constrained
Caenorhabditis_elegans	0.44	300924	840	Highly constrained
Caenorhabditis_elegans	0.525641025641026	300924	840	Highly constrained
Caenorhabditis_elegans	0.466666666666667	300924	840	Highly constrained
Caenorhabditis_elegans	0.473684210526316	300924	840	Highly constrained
Caenorhabditis_elegans	0.56	300924	840	Highly constrained
Caenorhabditis_elegans	0.483333333333333	300924	840	Highly constrained
Caenorhabditis_elegans	0.478723404255319	300924	840	Highly constrained
Caenorhabditis_elegans	0.685714285714286	300924	840	Highly constrained
Caenorhabditis_elegans	0.459677419354839	300924	840	Highly constrained
Caenorhabditis_elegans	0.432835820895522	300924	840	Highly constrained
Caenorhabditis_elegans	0.513513513513513	300924	840	Highly constrained
Caenorhabditis_elegans	0.479166666666667	300924	840	Highly constrained
Caenorhabditis_elegans	0.493670886075949	300924	840	Highly constrained
Caenorhabditis_elegans	0.426470588235294	300924	840	Highly constrained
Caenorhabditis_elegans	0.546875	300924	840	Highly constrained
Caenorhabditis_elegans	0.5625	300924	840	Highly constrained
Caenorhabditis_elegans	0.415584415584416	300924	840	Highly constrained
Caenorhabditis_elegans	0.543478260869565	300924	840	Highly constrained
Caenorhabditis_elegans	0.435897435897436	300924	840	Highly constrained
Caenorhabditis_elegans	0.51063829787234	300924	840	Highly constrained
Caenorhabditis_elegans	0.436781609195402	300924	840	Highly constrained
Caenorhabditis_elegans	0.567164179104478	300924	840	Highly constrained
Caenorhabditis_elegans	0.490196078431373	300924	840	Highly constrained
Caenorhabditis_elegans	0.425287356321839	300924	840	Highly constrained
Caenorhabditis_elegans	0.457627118644068	300924	840	Highly constrained
Caenorhabditis_elegans	0.627118644067797	300924	840	Highly constrained
Caenorhabditis_elegans	0.504672897196262	300924	840	Highly constrained
Caenorhabditis_elegans	0.492307692307692	300924	840	Highly constrained
Caenorhabditis_elegans	0.5	300924	840	Highly constrained
Caenorhabditis_elegans	0.477477477477477	300924	840	Highly constrained
Caenorhabditis_elegans	0.410714285714286	300924	840	Highly constrained
Caenorhabditis_elegans	0.529411764705882	300924	840	Highly constrained
Caenorhabditis_elegans	0.533333333333333	300924	840	Highly constrained
Caenorhabditis_elegans	0.481012658227848	300924	840	Highly constrained
Caenorhabditis_elegans	0.420454545454545	300924	840	Highly constrained
Caenorhabditis_elegans	0.474226804123711	300924	840	Highly constrained
Caenorhabditis_elegans	0.372549019607843	300924	840	Highly constrained
